component,event_time,att,se,ci_lower,ci_upper,ci_crosses_zero
fraser_SizeGov,-24,1.064132542929394,0.6696075660090319,-0.24829828644830854,2.3765633723070962,TRUE
fraser_SizeGov,-23,1.959450002702026,1.027857922081124,-0.05515152457697692,3.974051529981029,TRUE
fraser_SizeGov,-22,0.7028212381539823,0.4792458144000757,-0.236500558070166,1.6421430343781307,TRUE
fraser_SizeGov,-21,0.14857256602290636,1.3615617637025217,-2.520088490834036,2.817233622879849,TRUE
fraser_SizeGov,-20,2.0250793724510316,0.4944975902904382,1.0558640954817728,2.9942946494202904,FALSE
fraser_SizeGov,-19,-7.399342131507724,3.958036801686782,-15.157094262813818,0.3584099997983694,TRUE
fraser_SizeGov,-18,7.158678420162174,3.996074374516458,-0.6736273538900841,14.99098419421443,TRUE
fraser_SizeGov,-17,-2.3303884257658694,1.8350443881268241,-5.9270754264944445,1.2662985749627058,TRUE
fraser_SizeGov,-16,0.27053976167720606,1.4354423072272768,-2.5429271604882566,3.0840066838426687,TRUE
fraser_SizeGov,-15,-1.0320325706050948,1.3623042040324436,-3.702148810508684,1.6380836692984944,TRUE
fraser_SizeGov,-14,-0.2195002478419442,2.319563314492381,-4.765844344247011,4.326843848563122,TRUE
fraser_SizeGov,-13,0.684240197007203,2.316020976070522,-3.85516091609102,5.223641310105426,TRUE
fraser_SizeGov,-12,-0.5258919153044014,1.1081628631345393,-2.697891127048098,1.6461072964392955,TRUE
fraser_SizeGov,-11,1.4258199549266481,0.999202585850065,-0.5326171133394793,3.3842570231927755,TRUE
fraser_SizeGov,-10,-1.1189458619852595,0.718131202652021,-2.5264830191832206,0.28859129521270166,TRUE
fraser_SizeGov,-9,-0.900006626615317,0.8354338254828377,-2.537456924561679,0.7374436713310448,TRUE
fraser_SizeGov,-8,1.3271586199915484,0.8081596758056941,-0.256834344587612,2.9111515845707086,TRUE
fraser_SizeGov,-7,-1.1977231141372433,0.7925184486780383,-2.7510592735461987,0.3556130452717119,TRUE
fraser_SizeGov,-6,1.2951222003464276,1.3629171365808073,-1.3761953873519546,3.9664397880448097,TRUE
fraser_SizeGov,-5,0.3450442344780366,1.7380352731992175,-3.0615049009924293,3.7515933699485027,TRUE
fraser_SizeGov,-4,-0.30379046862837406,1.1526219868422405,-2.5629295628391655,1.9553486255824173,TRUE
fraser_SizeGov,-3,-0.9191152934276098,0.9297558714825749,-2.7414368015334567,0.903206214678237,TRUE
fraser_SizeGov,-2,1.3280675927393573,2.0480829147243416,-2.6861749201203526,5.342310105599067,TRUE
fraser_SizeGov,-1,-1.2649347734415042,1.0146802517366584,-3.2537080668453546,0.7238385199623463,TRUE
fraser_LegalSystem,-22,-1.078770117553151,0.7762205046110587,-2.600162306590826,0.44262207148452415,TRUE
fraser_LegalSystem,-21,2.932395805498018,2.0824335352737053,-1.1491739236384442,7.0139655346344805,TRUE
fraser_LegalSystem,-20,-3.3375804465913923,2.4243160790434044,-8.089239961516466,1.4140790683336801,TRUE
fraser_LegalSystem,-19,3.0769265605652985,0.49651832943341045,2.103750634875814,4.050102486254783,FALSE
fraser_LegalSystem,-18,-2.173794397186147,3.6697813371509205,-9.366565818001952,5.018977023629657,TRUE
fraser_LegalSystem,-17,2.227769714731491,2.9345585146010653,-3.5239649738865966,7.979504403349579,TRUE
fraser_LegalSystem,-16,4.032599590617346,1.5834843706772175,0.9289702240900004,7.136228957144692,FALSE
fraser_LegalSystem,-15,-0.6395174281369098,0.9825408373201566,-2.565297469284417,1.2862626130105972,TRUE
fraser_LegalSystem,-14,0.08842900365239596,1.2698849159206518,-2.4005454315520818,2.5774034388568734,TRUE
fraser_LegalSystem,-13,-0.7341554161462311,2.214889847207978,-5.075339516673868,3.607028684381405,TRUE
fraser_LegalSystem,-12,3.5030914040327175,5.759001762748522,-7.784552050954385,14.790734859019821,TRUE
fraser_LegalSystem,-11,-4.192050578927066,2.641455877481371,-9.369304098790554,0.9852029409364205,TRUE
fraser_LegalSystem,-10,-0.3702777034343196,0.9981678818869866,-2.3266867519328134,1.586131345064174,TRUE
fraser_LegalSystem,-9,-0.8023557014897637,0.8258014914063129,-2.4209266246461367,0.8162152216666095,TRUE
fraser_LegalSystem,-8,-0.13836155843840442,0.789190686536882,-1.685175304050693,1.4084521871738842,TRUE
fraser_LegalSystem,-7,1.481839337102046,1.5119208051968192,-1.4815254410837195,4.445204115287812,TRUE
fraser_LegalSystem,-6,-1.4669634300217198,0.9773236504269143,-3.3825177848584715,0.44859092481503215,TRUE
fraser_LegalSystem,-5,0.6047479861411895,0.6736272844219701,-0.7155614913258719,1.925057463608251,TRUE
fraser_LegalSystem,-4,-0.5711313368953453,0.4461546010379015,-1.4455943549296322,0.3033316811389416,TRUE
fraser_LegalSystem,-3,0.2278701926524997,0.3396600679900543,-0.43786354060800675,0.8936039259130062,TRUE
fraser_LegalSystem,-2,-0.12094583462583315,0.4616633907446156,-1.0258060804852798,0.7839144112336134,TRUE
fraser_LegalSystem,-1,-0.14081032572025187,0.6951105652476915,-1.5032270336057274,1.2216063821652234,TRUE
fraser_SoundMoney,-23,-1.7601694383963051,0.7490511408944905,-3.2283096745495063,-0.2920292022431037,FALSE
fraser_SoundMoney,-22,0.6418031716372825,0.2984990468347351,0.056745039841201717,1.2268613034333633,FALSE
fraser_SoundMoney,-21,0.14519894163916142,0.7943895132466762,-1.4118045043243237,1.7022023876026466,TRUE
fraser_SoundMoney,-20,-0.1416995550190217,1.3973363478433363,-2.880478796791961,2.597079686753917,TRUE
fraser_SoundMoney,-19,1.2935640286960894,1.2385023242888562,-1.1339005269100686,3.7210285843022475,TRUE
fraser_SoundMoney,-18,-1.1276204472990887,1.131413955371337,-3.345191799826909,1.0899509052287315,TRUE
fraser_SoundMoney,-17,-0.32845369621108966,0.7115015218598317,-1.7229966790563598,1.0660892866341807,TRUE
fraser_SoundMoney,-16,3.425380524444288,4.852905787182845,-6.086314818434088,12.937075867322664,TRUE
fraser_SoundMoney,-15,-4.150142151965017,4.458040824218053,-12.8879021674324,4.587617863502366,TRUE
fraser_SoundMoney,-14,1.0180135521415952,0.9803352384560324,-0.9034435152322284,2.9394706195154185,TRUE
fraser_SoundMoney,-13,-0.15140346054737028,0.9395666018658874,-1.9929540002045094,1.690147079109769,TRUE
fraser_SoundMoney,-12,0.2897095372908784,1.27648657538681,-2.212204150467269,2.7916232250490256,TRUE
fraser_SoundMoney,-11,-0.07432104055415684,0.5925793860377766,-1.2357766371881989,1.0871345560798853,TRUE
fraser_SoundMoney,-10,-0.9125853521253199,1.4731326926230388,-3.799925429666476,1.9747547254158362,TRUE
fraser_SoundMoney,-9,0.7816200913836764,1.409745373772757,-1.9814808412109275,3.5447210239782803,TRUE
fraser_SoundMoney,-8,0.26305844120117455,0.49176154783536635,-0.7007941925561434,1.2269110749584926,TRUE
fraser_SoundMoney,-7,0.3772133811622676,0.6853272763969782,-0.9660280805758097,1.7204548429003448,TRUE
fraser_SoundMoney,-6,-0.7331451175216871,0.7905093903941354,-2.2825435226941924,0.8162532876508183,TRUE
fraser_SoundMoney,-5,1.0379216632101498,0.7544376337937204,-0.44077609902554227,2.5166194254458416,TRUE
fraser_SoundMoney,-4,-0.20240467615408436,0.582044260365289,-1.3432114264700508,0.9384020741618821,TRUE
fraser_SoundMoney,-3,-1.5641427309619331,0.8307418192479525,-3.1923966966879203,0.06411123476405378,TRUE
fraser_SoundMoney,-2,1.081005241914421,1.4207938581745507,-1.7037507201076985,3.8657612039365405,TRUE
fraser_SoundMoney,-1,0.41467693195808464,1.1049299479470513,-1.750985766018136,2.580339629934305,TRUE
fraser_FreeTrade,-25,-0.29245019286700885,1.3708909545729453,-2.9793964638299815,2.394496078095964,TRUE
fraser_FreeTrade,-24,-0.3292162112762446,1.2824800595054568,-2.8428771279069402,2.184444705354451,TRUE
fraser_FreeTrade,-23,1.808391397020799,0.9882246394911479,-0.12852889638185094,3.745311690423449,TRUE
fraser_FreeTrade,-22,1.017713104852371,2.3109111718819224,-3.5116727920361965,5.547099001740938,TRUE
fraser_FreeTrade,-21,-1.655178970029824,1.380773973274983,-4.361495957648791,1.0511380175891427,TRUE
fraser_FreeTrade,-20,0.36368846086535533,1.163407072918506,-1.9165894020549161,2.643966323785627,TRUE
fraser_FreeTrade,-19,0.24083053138645302,0.8346838684090905,-1.3951498506953643,1.8768109134682702,TRUE
fraser_FreeTrade,-18,0.16704304335275433,0.9076156367302352,-1.6118836046385066,1.9459696913440152,TRUE
fraser_FreeTrade,-17,-0.8166225340219572,0.764906012082624,-2.3158383177039004,0.6825932496599859,TRUE
fraser_FreeTrade,-16,-0.00544014561165701,0.6465293398193539,-1.2726376516575906,1.2617573604342764,TRUE
fraser_FreeTrade,-15,0.7389688616041928,0.5591350167718074,-0.3569357712685498,1.8348734944769354,TRUE
fraser_FreeTrade,-14,-0.5579905768790764,0.4764077776825385,-1.4917498211368518,0.3757686673786991,TRUE
fraser_FreeTrade,-13,0.6836776668927865,0.5312442379055798,-0.3575610394021499,1.7249163731877228,TRUE
fraser_FreeTrade,-12,0.06102373825102439,0.7304240643809577,-1.3706074279356528,1.4926549044377015,TRUE
fraser_FreeTrade,-11,-0.10253471526562767,0.5158519284422127,-1.1136044950123647,0.9085350644811093,TRUE
fraser_FreeTrade,-10,-0.3309531140860166,0.5178840647457905,-1.3460058809877662,0.6840996528157329,TRUE
fraser_FreeTrade,-9,-1.3637180107686162,1.230622852253581,-3.7757388011856348,1.0483027796484023,TRUE
fraser_FreeTrade,-8,2.2177707473828834,2.236589902496272,-2.1659454615098097,6.6014869562755765,TRUE
fraser_FreeTrade,-7,-1.1204413316734698,1.3660534471847086,-3.7979060881554982,1.5570234248085588,TRUE
