Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9204.32329255248,9094.41293543023,9367.85251352365,9318.02615706484,9316.02739877672,9365.14500561917,9617.61942731637,9751.94089231362,9956.32598450511,10014.5287146207,10375.9203536525,10358.8778484947,10366.266556557,10568.1784174503,11139.9473070173,11441.2471477385,11810.8057519663,12142.8915849622,12378.1759554231,12294.6125348409,12615.7034158218,12849.7802458537,12972.3485257902,12953.4819782862,13109.9432820729,13258.485605315,13644.3587521899,13722.1944953672,13840.9085179973,13859.1620718392,13242.4454349327,13648.6181556962,14241.9968898837,14294.2459841546,14352.9911271019
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6449.12589427744,6297.01751129194,6445.51855503461,6382.21697250827,6361.38136473518,6409.36639586248,6637.3896393217,6709.96413755907,6926.20863517771,7058.95936198575,7302.94726381604,7349.03717282266,7431.51875495549,7463.4997859343,7856.02203464189,8051.28603801376,8305.93163852024,8609.12407426356,8733.80596118955,8811.65429381035,9031.31975575147,8967.41983587631,8965.99659380495,8889.86942356262,8974.15582612076,9021.46155425322,9395.45474768035,9541.20621317531,9593.49548105505,9605.52420146062,9289.51192984256,9497.25769111683,9771.32115919459,9881.84787217171,9960.20176631377
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6461.53898673099,6309.72287354571,6459.15146530137,6396.37700879669,6376.21789520586,6424.18240152771,6654.7778945048,6725.71270614041,6940.19317083215,7072.10613469789,7321.33920430307,7371.20338714936,7458.14500325603,7487.94059550361,7878.43652061041,8072.53976089447,8330.06335305419,8635.00034712355,8759.22767643736,8835.79578956671,9055.96117517288,8989.2035290479,8986.48158861617,8909.01723360065,8995.01437462643,9042.19421356406,9416.20056639579,9563.29227886463,9616.69771490976,9629.48608824149,9317.39918230766,9525.12514890875,9800.72244713619,9915.1352502569,10005.7742574058
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4635.30190534266,4637.1955942259,4711.73727592511,4809.03283808512,4911.83015410068,5036.3353895378,5246.31756907378,5426.43337960294,5494.08763595349,5614.53560121487,5830.81466148117,5956.88814712238,6147.99130093068,6416.28997269357,6812.5120660634,7193.82319093537,7657.76970370928,8190.29276365009,8527.43592974048,8726.79547496664,9289.58030461942,9730.58945627825,10118.1937768115,10534.733811733,10928.5047374709,11302.0129640523,11714.9298475461,12188.6595651375,12650.0826085807,13023.58035492,12671.6884683059,13463.8040925801,13926.5438616699,14518.8492676385,15045.6418977538
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43996.1702778667,43289.6345077585,44104.3657635902,44730.6155696296,45989.2673962244,46672.279918969,47793.4147870381,49324.9458989698,50930.8571263208,52792.7989394401,54395.9872764444,54414.2316054862,54880.9996452037,55882.5388021726,57460.6504868586,58901.3751316749,59950.8137947404,60574.8958787286,60110.4620870865,58016.8608848413,59082.0189334998,59602.1365034567,60435.0747551988,61242.5035646543,62295.5003482894,63496.1568234086,64079.9609801917,65200.6650984045,66672.0445786912,67938.3944189517,65982.8101708618,69833.4948761015,71184.9572983365,72394.1241275026,73462.0394138947
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33043.7623125884,33121.7208624292,33501.6285243951,33675.1426668963,34468.6524585014,35125.0844779883,35956.7339918775,36997.489594452,37811.653302447,38768.1259454055,40100.0736635285,40359.7742955811,40691.7246907504,41219.2890851894,42284.8711664127,43196.3601762154,44265.6201666808,45160.7672425497,45022.4637924216,43146.9846734134,44163.5000019848,44837.8963217335,45146.1602478401,45604.6500774203,46327.0750560206,47222.4264143199,47815.3606829439,48824.2005087167,49687.0078076748,50306.6814679338,48089.3143059651,50955.6018382245,52344.6903615246,52929.4284227082,53534.1656216465
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14244.8456884415,13914.2734940289,13335.5197731546,13311.5615935933,13534.9134378391,14024.093481067,14308.5077212602,15040.8904047468,15214.553570052,15487.7531812251,16568.1068802321,16794.8127049507,17115.3776643001,17646.5485228887,18180.5659595353,18758.2568404345,19695.051516491,20434.7299188338,20342.5003610777,19205.8544900065,19575.0396723195,20106.8331532255,20197.1172348352,20173.5452672898,20388.0990379491,20787.7160956884,21318.8624281079,22067.3182364246,22669.8890017139,23419.7164947874,21860.462092148,23255.3703912311,23768.1144090238,24193.7867116751,24686.1290438361
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5435.53184302754,5293.20281010757,5483.02010196233,5511.93157318265,5695.92154568622,5844.43135130163,5969.97226186683,5793.00270584546,5784.60795923229,6009.18052303907,5838.45255572265,5836.2597902551,5902.78478891851,5929.14454892221,6110.77688226056,6160.09276971647,6224.22941257368,6146.06973733894,6189.67466848363,6079.22065891627,6218.24218010191,6353.38836493369,6337.90322264197,6481.80346858781,6658.2674056849,6844.56953866979,6990.1887390315,7194.50395381984,7314.62180323215,7288.31019104527,6347.24222055557,6080.31594064428,6653.2312628164,7078.57376542142,7228.16086485168
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36362.6611011826,36400.4693495335,36705.6739569793,36733.1997722156,37493.084031105,38252.8368655664,39083.5012433509,40159.2904292469,41026.6910319953,42235.2563140442,43750.6178202898,44266.1550011903,44745.0869228205,45440.9320730143,46698.1820762442,47752.599198178,48953.0763043796,49988.7768180916,49905.7480212986,47850.3235865818,49023.233009429,49720.9484551417,50019.3907956396,50519.9046311059,51221.2887495501,52039.3912604439,52745.166349483,53870.8590517568,54878.3341805826,55697.4517751456,53229.9347546887,56292.8151922954,57663.1350294517,58498.2947014181,59166.9175138399
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3604.0012200427,3246.30034933887,3231.03822609275,3108.25214086957,3005.27221852335,3000.32858476478,3083.59422489559,3186.48381663138,3306.55960127258,3343.68720004559,3429.70317873385,3478.54310668082,3594.43630988008,3485.95546224373,3782.99047596997,3895.30309478367,4021.52472717459,4153.51406143984,4293.71626997956,4378.09919247674,4539.58255211005,4606.71107326448,4704.96477071245,4833.19169685647,4940.70141799401,4951.55666271614,4929.40810283355,4874.71149447624,4868.45975712931,4888.59916995327,4558.12052329208,4535.27416519742,4624.99225982559,4619.11355930906,4656.63637010841
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12866.3736089339,12665.9810054841,12436.6341398749,12399.2185138494,12651.8620476461,13039.6620382974,13378.9168779067,13958.4179352028,14218.5275175935,14572.409060446,15367.5531304112,15580.7122383186,15944.9849534672,16573.0930454385,17150.790428945,17762.6920438013,18763.8232106809,19413.8985864534,19451.6008412988,18518.2514014905,18855.621983899,19227.1097193662,19485.7331206231,19558.9470068568,19824.0724708531,20037.4280000494,20137.5042203645,20535.3428224164,20952.1175962775,21442.7764394,19893.712175415,21014.405098698,22221.0380981027,23119.3375943551,24448.6179283099
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2221.10401117058,2207.15229366238,2278.29562275307,2338.6490943805,2437.52726368427,2561.1387186881,2688.7488495003,2747.18449308729,2855.99974039973,3032.53867444598,3097.80657068159,3182.31651811181,3244.37301172362,3427.9769384358,3626.65995288754,3844.00632749848,4085.07331187293,4330.30260571846,4419.83211246422,4683.42320559577,4997.84158209382,5199.39828023848,5421.16973991693,5690.32664871744,6029.54889102679,6420.39753408396,6853.83622045557,7237.9013460911,7622.25084211992,7857.61469233314,7399.2146905549,8015.35674462811,8522.02555266368,9169.17425959869,9654.1661001538
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2221.10401117058,2207.15229366238,2278.29562275307,2338.6490943805,2437.52726368427,2561.1387186881,2688.7488495003,2747.18449308729,2855.99974039973,3032.53867444598,3097.80657068159,3182.31651811181,3244.37301172362,3427.9769384358,3626.65995288754,3844.00632749848,4085.07331187293,4330.30260571846,4419.83211246422,4683.42320559577,4997.84158209382,5199.39828023848,5421.16973991693,5690.32664871744,6029.54889102679,6420.39753408396,6853.83622045557,7237.9013460911,7622.25084211992,7857.61469233314,7399.2146905549,8015.35674462811,8522.02555266368,9169.17425959869,9654.1661001538
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3775.44715824752,3692.96647842761,3585.8898110554,3446.39871711459,3382.89870693516,3400.79211336698,3482.83538248151,3531.2526143186,3529.4672266836,3509.31810136229,3534.51732241584,3592.16950119331,3732.08528410956,3787.21190581541,3938.52474735639,4064.79469856722,4196.01742141953,4334.88334721941,4442.56054105323,4476.26595816638,4629.34154572117,4716.82196328525,4779.45095832874,4893.03086171617,4999.52219488023,5016.22753000527,4948.61002148455,4944.82716564733,4954.56228767375,4956.28204569314,4674.72999524284,4720.35761389047,4796.06641542138,4810.21576811861,4872.63561420471
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4065.82027451127,3990.11100791024,3886.87024084937,3728.49905322175,3661.2275291231,3681.37708502147,3766.8248891649,3822.20514514171,3827.62590417184,3805.1625385305,3831.94227075511,3892.72693602378,4050.88159908508,4118.27025866785,4278.51331355353,4411.23940636792,4549.64962010862,4695.18096839035,4806.08016860663,4836.23831598363,4993.41645515479,5078.36737266493,5138.78939655495,5251.51344059004,5355.7342357734,5358.65561857327,5268.83150135542,5249.09498328977,5249.943568027,5237.57859289934,4915.93079254536,4958.95615019986,5035.76910820244,5040.15417908639,5094.61312493951
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3775.44715824753,3692.96647842762,3585.88981105541,3446.3987171146,3382.89870693516,3400.79211336698,3482.83538248152,3531.2526143186,3529.46722668361,3509.31810136229,3534.51732241584,3592.16950119331,3732.08528410956,3787.21190581541,3938.52474735639,4064.79469856722,4196.01742141953,4334.88334721941,4442.56054105324,4476.26595816638,4629.34154572117,4716.82196328525,4779.45095832875,4893.03086171617,4999.52219488023,5016.22753000527,4948.61002148455,4944.82716564733,4954.56228767375,4956.28204569314,4674.72999524284,4720.35761389047,4796.06641542138,4810.21576811861,4872.63561420471
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5957.12631080649,5981.64813544978,6090.96204664807,6278.49566862075,6432.27467023322,6594.17241038221,6884.27893825355,7181.0610239638,7247.10789732579,7379.22282762116,7735.0504758866,7915.22607766292,8213.48940648461,8601.67891365199,9193.60992535627,9758.99174044883,10466.4280424824,11310.7800213989,11875.1295885895,12082.9269807255,12962.6754963311,13706.0993160399,14313.8729133057,14938.9717241132,15480.1731161354,15969.5768766995,16537.8932688516,17239.4613846795,17902.247354395,18488.2198617172,18237.3471437001,19501.6356784187,20089.0799816803,20944.2399548781,21731.4968732597
"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11250.3251758532,11160.3341454062,11126.7353438487,11120.1225692294,11245.5644489312,11423.4861863437,11673.0569045937,11958.2999699403,12082.2110125403,12345.8490555916,12763.9895590652,12898.8417011865,13086.7970417942,13396.5818916433,13907.9938410024,14363.8132714926,14920.1072966997,15503.021470486,15739.4505785322,15444.6901767904,16040.3650146968,16471.7586795058,16777.2691586049,17114.4400546396,17492.4989024481,17860.2745294936,18224.7589030586,18706.6154555832,19180.4159454578,19543.2371419196,18803.0688840469,19857.7989690319,20400.1574226776,20908.8485958703,21395.5308894831
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.6,..,..,..,..,..,61,..,..,50,..,..,43.4,..,..,..,45.9,..,46.5,32.8,32.9,32.7,24.1,21.5,19.9,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.7,..,..,..,..,..,..,65.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.8,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.7,..,..,..,..,..,..,..,71.7,..,..,..,..,..,..,..,..,..,80,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5,..,..,..,..,..,6,9.6,..,..,..,17.3,17.9,17.4,18.5,24,25.8,24.8,27,28,30.9,34.3,49.1,33.1,28.6,24.5,19.9,18.9,16.7,15.2,13.6,11.3,10.3,10.4,11.7,..,11.5,9.8,12.5,14.9,18.3,14.2,13.9,16.4,15.2
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.2,..,..,84.4,..,85.5,84.6,84.9,76.2,70.7,66.8,59.7,56.3,65,66,63,59.6,57.4,55.2,50.7,45.9,52.7,52.8,57.1,58.2,57,55.7,56.9,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,2,..,..,..,2.2,..,..,..,..,..,2,..,..,..,..,..,1.7,..,2,1.2,..,..,..,1,..,1,..,..,..,1,..,1,..,1.2,..,1.5,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,0.5,0.7,1,0.5,0.6,..,..,0.7,0.4,0.5,0.5,0.8,1,1,0.8,1,1.1,0.7,0.7,1.2,1.3,0.7,1.2,0.9,1.1,1.1,1.1,1,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.2,..,..,..,..,..,73.1,53.7,48.8,47.7,35.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5,..,96.2,..,..,96.6,..,..,97.2,..,..,..,93.4,..,..,..,..,92.3,..,..,..,..,90,..,..,..,..,88.6,..,..,..,..,..,85.7,..,..,..,..,..,71.5,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.3,..,46.5,..,..,93.4,92.2,89.4,80.5,76.1,73.3,64.5,47.2,36.7,28.2,24,22.3,18,14.6,9.2,5.8,5.4,6.8,7.4,6.2,4.3,3.9,2.6,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,1,..,..,..,1.2,..,..,1.2,..,1,..,..,1,..,..,0.9,0.4,0.6,0.4,0.4,0.3,0.3,0.5,0.6,0.5,0.5,0.3,0.2,0.3,0.4,0.2,0.2,0.3,0.3,0.2,0.3,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.5,65.2,48,70.5,70,68.6,66.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.5,..,..,..,..,..,..,..,94.1,..,..,..,93.2,..,..,88.1,..,..,86.5,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.1,..,..,..,65.1,..,..,..,..,48.5,..,..,..,..,42.5,..,..,..,..,10.1,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.7,..,61.4,..,..,..,..,49.8,..,52.5,58.8,54.2,56.4,..,49.3,49.5,44.6,42.7,36.6,31.9,..,25.3,25.9,23.6,22.6,23,23.7,23.1,21.3,17.8,19.5,17.1,18.5,16.5,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.2,..,..,9.7,..,..,6.8,..,..,..,8.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,80.1,..,..,..,..,..,..,..,..,70.6,..,..,..,..,..,..,62.7,..,..,..,..,..,63.2,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.9,68.4,73.9,74,70,51.6,61.3,63,60.3,65.8,..,67.9,66,..,54.8,54.9,55.1,54.3,55.8,..,50.3,49.8,50.9,49.5,47.5,43.7,41.2,38.2,36.3,..,32.2,30.3,27.8,26.3,27.3,29,29.2,28.6,28,20.8,30.5,25.3,23.4,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),SI.POV.UMIC,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,5.1,..,9.8,21.4,..,62.8,..,..,..,35.8,..,37.3,..,..,33.5,18.5,13.4,13,15.9,17,16.8,15.2,13.2,15.6,11.6,11.7,9.1,8.2,5.8,6.5,5.5,4.4,..
