policy_var,n_treated,treated_ISO3
fraser_Summary,140,"AGO, ALB, ARE, ARG, ARM, AUT, AZE, BDI, BEN, BFA, BGD, BGR, BHS, BIH, BLR, BLZ, BOL, BRA, BRB, BTN, BWA, CAF, CAN, CHE, CHN, CIV, CMR, COD, CPV, CRI, CYP, CZE, DNK, DOM, DZA, ECU, EGY, ESP, EST, ETH, FIN, FJI, FRA, GAB, GBR, GEO, GHA, GIN, GMB, GNB, GRC, GUY, HND, HRV, HTI, HUN, IDN, IND, IRN, IRQ, ISL, ISR, ITA, JAM, JOR, JPN, KAZ, KEN, KGZ, KHM, KWT, LAO, LBN, LBR, LBY, LKA, LSO, LTU, LVA, MDA, MDG, MKD, MLI, MLT, MMR, MNE, MNG, MOZ, MRT, MUS, MWI, MYS, NAM, NER, NGA, NIC, NLD, NOR, NPL, OMN, PAK, PER, PHL, PNG, POL, PRT, PRY, QAT, ROU, RUS, RWA, SAU, SDN, SEN, SLE, SLV, SRB, SUR, SVK, SVN, SWE, SYC, SYR, TCD, TGO, TJK, TLS, TTO, TUN, TUR, TZA, UGA, UKR, URY, VEN, VNM, YEM, ZAF, ZMB, ZWE"
