ISO3,Year,WID_income_share_bottom50
CUB,2008,12.120000000000001
CUB,2009,12.13
CUB,2010,12.46
CUB,2011,13.52
CUB,2012,13.65
CUB,2013,14.17
CUB,2014,14.21
CUB,2015,14.249999999999998
CUB,2016,14.149999999999999
CUB,2017,13.950000000000001
CUB,2018,13.700000000000001
CUB,2019,13.320000000000002
CUB,2020,11.940000000000001
CUB,2021,12.53
CUB,2022,13.08
CPV,1995,8.67
CPV,1996,8.67
CPV,1997,8.67
CPV,1998,8.67
CPV,1999,8.67
CPV,2000,8.67
CPV,2001,8.67
CPV,2002,8.98
CPV,2003,9.29
CPV,2004,9.6
CPV,2005,9.91
CPV,2006,10.22
CPV,2007,10.530000000000001
CPV,2008,10.76
CPV,2009,10.99
CPV,2010,11.219999999999999
CPV,2011,11.450000000000001
CPV,2012,11.68
CPV,2013,11.91
CPV,2014,12.15
CPV,2015,12.379999999999999
CPV,2016,12.379999999999999
CPV,2017,12.379999999999999
CPV,2018,12.379999999999999
CPV,2019,12.379999999999999
CPV,2020,12.379999999999999
CPV,2021,12.379999999999999
CPV,2022,12.379999999999999
CUW,1995,8.04
CUW,1996,8.07
CUW,1997,8.110000000000001
CUW,1998,8.14
CUW,1999,8.18
CUW,2000,8.21
CUW,2001,8.260000000000002
CUW,2002,8.3
CUW,2003,8.35
CUW,2004,8.39
CUW,2005,8.43
CUW,2006,8.459999999999999
CUW,2007,8.5
CUW,2008,8.53
CUW,2009,8.57
CUW,2010,8.6
CUW,2011,9.17
CUW,2012,9.74
CUW,2013,10.299999999999999
CUW,2014,10.86
CUW,2015,11.41
CUW,2016,11.97
CUW,2017,12.509999999999998
CUW,2018,13.059999999999999
CUW,2019,13.600000000000001
CUW,2020,14.13
CUW,2021,14.13
CUW,2022,14.13
CYP,1995,18.68
CYP,1996,18.85
CYP,1997,19.23
CYP,1998,17.53
CYP,1999,18.970000000000002
CYP,2000,19.46
CYP,2001,19.02
CYP,2002,18.37
CYP,2003,18.89
CYP,2004,20.979999999999997
CYP,2005,21.45
CYP,2006,20.84
CYP,2007,21.04
CYP,2008,19.71
CYP,2009,19.27
CYP,2010,19.919999999999998
CYP,2011,18.16
CYP,2012,17.919999999999998
CYP,2013,16.91
CYP,2014,17.75
CYP,2015,17.54
CYP,2016,18.65
CYP,2017,19.39
CYP,2018,18.92
CYP,2019,20.34
CYP,2020,20.34
CYP,2021,20.62
CYP,2022,20.830000000000002
CZE,1995,25.35
CZE,1996,24.97
CZE,1997,25.5
CZE,1998,25.21
CZE,1999,25.3
CZE,2000,25.28
CZE,2001,25.230000000000004
CZE,2002,25.900000000000002
CZE,2003,25.790000000000003
CZE,2004,25.11
CZE,2005,25.2
CZE,2006,24.62
CZE,2007,24.86
CZE,2008,24.169999999999998
CZE,2009,25.44
CZE,2010,25.040000000000003
CZE,2011,26.009999999999998
CZE,2012,25.290000000000003
CZE,2013,26.08
CZE,2014,25.03
CZE,2015,24.51
CZE,2016,25.36
CZE,2017,25.130000000000003
CZE,2018,25.34
CZE,2019,25.319999999999997
CZE,2020,25.319999999999997
CZE,2021,25.31
CZE,2022,25.3
DEU,1995,23.09
DEU,1996,22.48
DEU,1997,22.009999999999998
DEU,1998,21.51
DEU,1999,21.55
DEU,2000,21.62
DEU,2001,21.529999999999998
DEU,2002,20.96
DEU,2003,21.490000000000002
DEU,2004,21.05
DEU,2005,19.8
DEU,2006,19.72
DEU,2007,19.1
DEU,2008,19.09
DEU,2009,19.11
DEU,2010,19.31
DEU,2011,19.08
DEU,2012,18.970000000000002
DEU,2013,18.27
DEU,2014,18.14
DEU,2015,18.240000000000002
DEU,2016,18.43
DEU,2017,18.58
DEU,2018,18.85
DEU,2019,18.8
DEU,2020,18.8
DEU,2021,18.82
DEU,2022,18.78
DJI,1995,13.469999999999999
DJI,1996,13.469999999999999
DJI,1997,13.469999999999999
DJI,1998,13.469999999999999
DJI,1999,13.469999999999999
DJI,2000,13.469999999999999
DJI,2001,13.469999999999999
DJI,2002,13.469999999999999
DJI,2003,13.320000000000002
DJI,2004,13.170000000000002
DJI,2005,13.01
DJI,2006,12.86
DJI,2007,12.709999999999999
DJI,2008,12.559999999999999
DJI,2009,12.4
DJI,2010,12.25
DJI,2011,12.1
DJI,2012,11.95
DJI,2013,12.04
DJI,2014,12.31
DJI,2015,12.57
DJI,2016,12.83
DJI,2017,13.089999999999998
DJI,2018,13.089999999999998
DJI,2019,13.089999999999998
DJI,2020,13.089999999999998
DJI,2021,13.089999999999998
DJI,2022,13.089999999999998
DNK,1995,24.82
DNK,1996,24.740000000000002
DNK,1997,24.240000000000002
DNK,1998,24.32
DNK,1999,23.75
DNK,2000,23.51
DNK,2001,24.2
DNK,2002,24.37
DNK,2003,25.19
DNK,2004,24.6
DNK,2005,24.060000000000002
DNK,2006,23.86
DNK,2007,24.19
DNK,2008,23.65
DNK,2009,24.060000000000002
DNK,2010,22.98
DNK,2011,22.79
DNK,2012,22.71
DNK,2013,22.13
DNK,2014,21.89
DNK,2015,21.95
DNK,2016,21.81
DNK,2017,21.66
DNK,2018,21.5
DNK,2019,21.62
DNK,2020,21.62
DNK,2021,21.560000000000002
DNK,2022,21.560000000000002
DMA,1995,8.04
DMA,1996,8.07
DMA,1997,8.110000000000001
DMA,1998,8.14
DMA,1999,8.18
DMA,2000,8.21
DMA,2001,8.260000000000002
DMA,2002,8.3
DMA,2003,8.35
DMA,2004,8.39
DMA,2005,8.43
DMA,2006,8.459999999999999
DMA,2007,8.5
DMA,2008,8.53
DMA,2009,8.57
DMA,2010,8.6
DMA,2011,9.17
DMA,2012,9.74
DMA,2013,10.299999999999999
DMA,2014,10.86
DMA,2015,11.41
DMA,2016,11.97
DMA,2017,12.509999999999998
DMA,2018,13.059999999999999
DMA,2019,13.600000000000001
DMA,2020,14.13
DMA,2021,14.13
DMA,2022,14.13
DOM,1995,8.36
DOM,1996,8.36
DOM,1997,8.36
DOM,1998,8.36
DOM,1999,8.36
DOM,2000,8.36
DOM,2001,8.36
DOM,2002,8.36
DOM,2003,8.36
DOM,2004,8.36
DOM,2005,8.36
DOM,2006,8.36
DOM,2007,8.36
DOM,2008,8.36
DOM,2009,8.36
DOM,2010,8.36
DOM,2011,8.36
DOM,2012,8.36
DOM,2013,7.86
DOM,2014,8.27
DOM,2015,8.260000000000002
DOM,2016,8.77
DOM,2017,9.719999999999999
DOM,2018,9.5
DOM,2019,10.6
DOM,2020,9.76
DOM,2021,10.73
DOM,2022,11.52
DZA,1995,15.079999999999998
DZA,1996,15.079999999999998
DZA,1997,15.079999999999998
DZA,1998,15.079999999999998
DZA,1999,15.079999999999998
DZA,2000,15.079999999999998
DZA,2001,15.079999999999998
DZA,2002,15.079999999999998
DZA,2003,15.079999999999998
DZA,2004,15.079999999999998
DZA,2005,15.079999999999998
DZA,2006,15.079999999999998
DZA,2007,15.790000000000001
DZA,2008,16.5
DZA,2009,17.19
DZA,2010,17.88
DZA,2011,18.55
DZA,2012,17.18
DZA,2013,15.78
DZA,2014,15.78
DZA,2015,15.78
DZA,2016,15.78
DZA,2017,15.78
DZA,2018,15.78
DZA,2019,15.78
DZA,2020,15.78
DZA,2021,15.78
DZA,2022,15.78
ECU,1995,8.9
ECU,1996,8.9
ECU,1997,8.9
ECU,1998,8.9
ECU,1999,8.9
ECU,2000,8.9
ECU,2001,8.9
ECU,2002,9.120000000000001
ECU,2003,9.34
ECU,2004,9.69
ECU,2005,10.040000000000001
ECU,2006,10.979999999999999
ECU,2007,9.21
ECU,2008,10.13
ECU,2009,10.17
ECU,2010,9.92
ECU,2011,11.31
ECU,2012,10.81
ECU,2013,12.09
ECU,2014,13.51
ECU,2015,13.66
ECU,2016,13.63
ECU,2017,13.120000000000001
ECU,2018,12.6
ECU,2019,12.22
ECU,2020,10.51
ECU,2021,9.91
ECU,2022,10.73
EST,1995,14.799999999999999
EST,1996,15.049999999999999
EST,1997,15.22
EST,1998,15.89
EST,1999,15.920000000000002
EST,2000,15.190000000000001
EST,2001,15.540000000000001
EST,2002,14.91
EST,2003,13.930000000000001
EST,2004,15.129999999999999
EST,2005,14.77
EST,2006,15.8
EST,2007,16.509999999999998
EST,2008,17.64
EST,2009,18.990000000000002
EST,2010,18.05
EST,2011,17.380000000000003
EST,2012,16.82
EST,2013,15.85
EST,2014,16.150000000000002
EST,2015,17.26
EST,2016,17.79
EST,2017,18
EST,2018,18.12
EST,2019,16.619999999999997
EST,2020,16.619999999999997
EST,2021,16.24
EST,2022,15.840000000000002
EGY,1995,17.57
EGY,1996,16.81
EGY,1997,16.09
EGY,1998,15.409999999999998
EGY,1999,14.760000000000002
EGY,2000,14.78
EGY,2001,14.799999999999999
EGY,2002,14.829999999999998
EGY,2003,14.85
EGY,2004,14.87
EGY,2005,14.85
EGY,2006,14.829999999999998
EGY,2007,14.81
EGY,2008,14.790000000000001
EGY,2009,15.39
EGY,2010,15.98
EGY,2011,15.45
EGY,2012,14.93
EGY,2013,14.78
EGY,2014,14.64
EGY,2015,14.510000000000002
EGY,2016,14.75
EGY,2017,14.979999999999999
EGY,2018,14.99
EGY,2019,15
EGY,2020,15.57
EGY,2021,15.57
EGY,2022,15.57
ERI,1995,11.360000000000001
ERI,1996,12.93
ERI,1997,14.510000000000002
ERI,1998,16.1
ERI,1999,17.69
ERI,2000,17.66
ERI,2001,17.62
ERI,2002,17.59
ERI,2003,17.549999999999997
ERI,2004,17.52
ERI,2005,17.349999999999998
ERI,2006,17.169999999999998
ERI,2007,17
ERI,2008,16.830000000000002
ERI,2009,16.66
ERI,2010,16.49
ERI,2011,16.36
ERI,2012,16.23
ERI,2013,16.1
ERI,2014,15.97
ERI,2015,15.83
ERI,2016,16.09
ERI,2017,16.34
ERI,2018,16.59
ERI,2019,16.84
ERI,2020,17.09
ERI,2021,17.34
ERI,2022,17.34
ESP,1995,19.31
ESP,1996,19.52
ESP,1997,20.119999999999997
ESP,1998,19.900000000000002
ESP,1999,19.71
ESP,2000,20.24
ESP,2001,20.36
ESP,2002,20.46
ESP,2003,20.34
ESP,2004,20.45
ESP,2005,20.61
ESP,2006,20.59
ESP,2007,20.46
ESP,2008,20.36
ESP,2009,19.950000000000003
ESP,2010,20.62
ESP,2011,20.65
ESP,2012,20.87
ESP,2013,20.62
ESP,2014,20.54
ESP,2015,20.369999999999997
ESP,2016,20.23
ESP,2017,20.630000000000003
ESP,2018,21.07
ESP,2019,21.22
ESP,2020,21.22
ESP,2021,21.22
ESP,2022,21.33
ETH,1995,11.360000000000001
ETH,1996,12.93
ETH,1997,14.510000000000002
ETH,1998,16.1
ETH,1999,17.69
ETH,2000,17.66
ETH,2001,17.62
ETH,2002,17.59
ETH,2003,17.549999999999997
ETH,2004,17.52
ETH,2005,17.349999999999998
ETH,2006,17.169999999999998
ETH,2007,17
ETH,2008,16.830000000000002
ETH,2009,16.66
ETH,2010,16.49
ETH,2011,16.36
ETH,2012,16.23
ETH,2013,16.1
ETH,2014,15.97
ETH,2015,15.83
ETH,2016,16.09
ETH,2017,16.34
ETH,2018,16.59
ETH,2019,16.84
ETH,2020,17.09
ETH,2021,17.34
ETH,2022,17.34
FIN,1995,23.549999999999997
FIN,1996,23.34
FIN,1997,22.93
FIN,1998,22.919999999999998
FIN,1999,23.06
FIN,2000,22.470000000000002
FIN,2001,22.73
FIN,2002,22.98
FIN,2003,22.89
FIN,2004,22.71
FIN,2005,22.770000000000003
FIN,2006,22.220000000000002
FIN,2007,22.29
FIN,2008,21.38
FIN,2009,21.66
FIN,2010,21.21
FIN,2011,21.279999999999998
FIN,2012,21.52
FIN,2013,21.85
FIN,2014,21.759999999999998
FIN,2015,21.37
FIN,2016,21.59
FIN,2017,21.55
FIN,2018,21.66
FIN,2019,21.8
FIN,2020,21.8
FIN,2021,21.88
FIN,2022,21.87
FJI,1995,20.74
FJI,1996,20.73
FJI,1997,20.73
FJI,1998,20.73
FJI,1999,20.72
FJI,2000,20.72
FJI,2001,20.27
FJI,2002,19.830000000000002
FJI,2003,19.400000000000002
FJI,2004,18.98
FJI,2005,18.57
FJI,2006,18.17
FJI,2007,17.78
FJI,2008,17.39
FJI,2009,17.02
FJI,2010,16.650000000000002
FJI,2011,16.55
FJI,2012,16.45
FJI,2013,16.36
FJI,2014,16.27
FJI,2015,16.189999999999998
FJI,2016,16.11
FJI,2017,16.03
FJI,2018,15.959999999999999
FJI,2019,15.89
FJI,2020,15.82
FJI,2021,15.82
FJI,2022,15.82
FSM,1995,20.74
FSM,1996,20.73
FSM,1997,20.73
FSM,1998,20.73
FSM,1999,20.72
FSM,2000,20.72
FSM,2001,20.27
FSM,2002,19.830000000000002
FSM,2003,19.400000000000002
FSM,2004,18.98
FSM,2005,18.57
FSM,2006,18.17
FSM,2007,17.78
FSM,2008,17.39
FSM,2009,17.02
FSM,2010,16.650000000000002
FSM,2011,16.55
FSM,2012,16.45
FSM,2013,16.36
FSM,2014,16.27
FSM,2015,16.189999999999998
FSM,2016,16.11
FSM,2017,16.03
FSM,2018,15.959999999999999
FSM,2019,15.89
FSM,2020,15.82
FSM,2021,15.82
FSM,2022,15.82
FRA,1995,21.310000000000002
FRA,1996,21.05
FRA,1997,20.73
FRA,1998,20.54
FRA,1999,20.61
FRA,2000,20.54
FRA,2001,20.669999999999998
FRA,2002,20.369999999999997
FRA,2003,20.19
FRA,2004,19.939999999999998
FRA,2005,20
FRA,2006,20.21
FRA,2007,19.85
FRA,2008,19.79
FRA,2009,20.32
FRA,2010,20.23
FRA,2011,20.43
FRA,2012,20.82
FRA,2013,20.919999999999998
FRA,2014,21.12
FRA,2015,20.549999999999997
FRA,2016,20.65
FRA,2017,20.59
FRA,2018,20.34
FRA,2019,20.48
FRA,2020,20.549999999999997
FRA,2021,20.26
FRA,2022,20.34
GAB,1995,12.509999999999998
GAB,1996,12.509999999999998
GAB,1997,12.509999999999998
GAB,1998,12.509999999999998
GAB,1999,12.509999999999998
GAB,2000,12.509999999999998
GAB,2001,12.509999999999998
GAB,2002,12.509999999999998
GAB,2003,12.509999999999998
GAB,2004,12.509999999999998
GAB,2005,12.509999999999998
GAB,2006,12.67
GAB,2007,12.83
GAB,2008,12.989999999999998
GAB,2009,13.15
GAB,2010,13.309999999999999
GAB,2011,13.459999999999999
GAB,2012,13.62
GAB,2013,13.780000000000001
GAB,2014,13.94
GAB,2015,14.099999999999998
GAB,2016,14.26
GAB,2017,14.42
GAB,2018,14.42
GAB,2019,14.42
GAB,2020,14.42
GAB,2021,14.42
GAB,2022,14.42
GBR,1995,18.709999999999997
GBR,1996,18.7
GBR,1997,18.709999999999997
GBR,1998,18.59
GBR,1999,18.240000000000002
GBR,2000,18.75
GBR,2001,18.509999999999998
GBR,2002,18.459999999999997
GBR,2003,18.04
GBR,2004,18.490000000000002
GBR,2005,18.15
GBR,2006,17.990000000000002
GBR,2007,18.35
GBR,2008,18.61
GBR,2009,17.630000000000003
GBR,2010,19.759999999999998
GBR,2011,19.439999999999998
GBR,2012,18.78
GBR,2013,18.29
GBR,2014,19.31
GBR,2015,19.86
GBR,2016,20.02
GBR,2017,20.34
GBR,2018,20.19
GBR,2019,20.29
GBR,2020,20.29
GBR,2021,20.169999999999998
GBR,2022,20.200000000000003
GRD,1995,8.04
GRD,1996,8.07
GRD,1997,8.110000000000001
GRD,1998,8.14
GRD,1999,8.18
GRD,2000,8.21
GRD,2001,8.260000000000002
GRD,2002,8.3
GRD,2003,8.35
GRD,2004,8.39
GRD,2005,8.43
GRD,2006,8.459999999999999
GRD,2007,8.5
GRD,2008,8.53
GRD,2009,8.57
GRD,2010,8.6
GRD,2011,9.17
GRD,2012,9.74
GRD,2013,10.299999999999999
GRD,2014,10.86
GRD,2015,11.41
GRD,2016,11.97
GRD,2017,12.509999999999998
GRD,2018,13.059999999999999
GRD,2019,13.600000000000001
GRD,2020,14.13
GRD,2021,14.13
GRD,2022,14.13
GEO,1995,16.89
GEO,1996,14.499999999999998
GEO,1997,13.270000000000001
GEO,1998,12.620000000000001
GEO,1999,13.36
GEO,2000,13.320000000000002
GEO,2001,13.59
GEO,2002,14.6
GEO,2003,14.74
GEO,2004,14.93
GEO,2005,14.29
GEO,2006,14.31
GEO,2007,13.56
GEO,2008,13.79
GEO,2009,14.799999999999999
GEO,2010,14.19
GEO,2011,12.76
GEO,2012,14.32
GEO,2013,12.620000000000001
GEO,2014,14.729999999999999
GEO,2015,14.469999999999999
GEO,2016,13.77
GEO,2017,13.71
GEO,2018,13.819999999999999
GEO,2019,13.900000000000002
GEO,2020,13.900000000000002
GEO,2021,13.900000000000002
GEO,2022,13.900000000000002
GHA,1995,13.700000000000001
GHA,1996,13.600000000000001
GHA,1997,13.51
GHA,1998,13.41
GHA,1999,13.270000000000001
GHA,2000,13.13
GHA,2001,12.989999999999998
GHA,2002,12.86
GHA,2003,12.72
GHA,2004,12.58
GHA,2005,12.44
GHA,2006,12.45
GHA,2007,12.46
GHA,2008,12.47
GHA,2009,12.47
GHA,2010,12.479999999999999
GHA,2011,12.49
GHA,2012,12.5
GHA,2013,12.43
GHA,2014,12.35
GHA,2015,12.280000000000001
GHA,2016,12.21
GHA,2017,12.21
GHA,2018,12.21
GHA,2019,12.21
GHA,2020,12.21
GHA,2021,12.21
GHA,2022,12.21
GIB,1995,19.56
GIB,1996,19.5
GIB,1997,19.18
GIB,1998,19.259999999999998
GIB,1999,19.25
GIB,2000,18.93
GIB,2001,18.92
GIB,2002,19.189999999999998
GIB,2003,18.96
GIB,2004,18.21
GIB,2005,18.44
GIB,2006,18.2
GIB,2007,18.4
GIB,2008,19.16
GIB,2009,19.54
GIB,2010,18.4
GIB,2011,18.33
GIB,2012,18.459999999999997
GIB,2013,18.16
GIB,2014,18.05
GIB,2015,18.08
GIB,2016,18.14
GIB,2017,18.26
GIB,2018,18.42
GIB,2019,18.6
GIB,2020,18.52
GIB,2021,18.34
GIB,2022,18.4
GRL,1995,20.74
GRL,1996,20.73
GRL,1997,20.73
GRL,1998,20.73
GRL,1999,20.72
GRL,2000,20.72
GRL,2001,20.27
GRL,2002,19.830000000000002
GRL,2003,19.400000000000002
GRL,2004,18.98
GRL,2005,18.57
GRL,2006,18.17
GRL,2007,17.78
GRL,2008,17.39
GRL,2009,17.02
GRL,2010,16.650000000000002
GRL,2011,16.55
GRL,2012,16.45
GRL,2013,16.36
GRL,2014,16.27
GRL,2015,16.189999999999998
GRL,2016,16.11
GRL,2017,16.03
GRL,2018,15.959999999999999
GRL,2019,15.89
GRL,2020,15.82
GRL,2021,15.82
GRL,2022,15.82
GMB,1995,10.209999999999999
GMB,1996,10.209999999999999
GMB,1997,10.209999999999999
GMB,1998,10.209999999999999
GMB,1999,10.26
GMB,2000,10.299999999999999
GMB,2001,10.35
GMB,2002,10.4
GMB,2003,10.440000000000001
GMB,2004,10.65
GMB,2005,10.86
GMB,2006,11.06
GMB,2007,11.27
GMB,2008,11.48
GMB,2009,11.68
GMB,2010,11.89
GMB,2011,12.520000000000001
GMB,2012,13.139999999999999
GMB,2013,13.77
GMB,2014,14.39
GMB,2015,15.02
GMB,2016,14.790000000000001
GMB,2017,14.57
GMB,2018,14.34
GMB,2019,14.11
GMB,2020,13.889999999999999
GMB,2021,13.889999999999999
GMB,2022,13.889999999999999
GIN,1995,10.94
GIN,1996,11.1
GIN,1997,11.25
GIN,1998,11.41
GIN,1999,11.57
GIN,2000,11.73
GIN,2001,11.89
GIN,2002,12.04
GIN,2003,12.379999999999999
GIN,2004,12.72
GIN,2005,13.059999999999999
GIN,2006,13.4
GIN,2007,13.74
GIN,2008,14.23
GIN,2009,14.719999999999999
GIN,2010,15.21
GIN,2011,15.7
GIN,2012,16.189999999999998
GIN,2013,16.53
GIN,2014,16.86
GIN,2015,17.2
GIN,2016,17.53
GIN,2017,17.87
GIN,2018,18.2
GIN,2019,18.2
GIN,2020,18.2
GIN,2021,18.2
GIN,2022,18.2
GNQ,1995,13.94
GNQ,1996,13.94
GNQ,1997,13.94
GNQ,1998,13.94
GNQ,1999,13.94
GNQ,2000,13.94
GNQ,2001,13.94
GNQ,2002,13.94
GNQ,2003,13.94
GNQ,2004,13.94
GNQ,2005,13.94
GNQ,2006,13.94
GNQ,2007,13.94
GNQ,2008,13.94
GNQ,2009,13.94
GNQ,2010,13.94
GNQ,2011,13.94
GNQ,2012,13.94
GNQ,2013,13.94
GNQ,2014,13.94
GNQ,2015,13.94
GNQ,2016,13.94
GNQ,2017,13.94
GNQ,2018,13.94
GNQ,2019,13.94
GNQ,2020,13.94
GNQ,2021,13.94
GNQ,2022,13.94
GRC,1995,17.119999999999997
GRC,1996,17.03
GRC,1997,15.989999999999998
GRC,1998,15.659999999999998
GRC,1999,15.78
GRC,2000,15.15
GRC,2001,15.35
GRC,2002,16.830000000000002
GRC,2003,17.76
GRC,2004,17.73
GRC,2005,17.37
GRC,2006,18
GRC,2007,18.59
GRC,2008,19.86
GRC,2009,20.150000000000002
GRC,2010,19.39
GRC,2011,19.62
GRC,2012,19.580000000000002
GRC,2013,19.75
GRC,2014,18.6
GRC,2015,18.709999999999997
GRC,2016,19.43
GRC,2017,20.05
GRC,2018,20.9
GRC,2019,21.060000000000002
GRC,2020,21.060000000000002
GRC,2021,20.95
GRC,2022,20.53
GTM,1995,8.39
GTM,1996,8.39
GTM,1997,8.39
GTM,1998,8.39
GTM,1999,8.39
GTM,2000,8.39
GTM,2001,8.02
GTM,2002,8.1
GTM,2003,8.48
GTM,2004,8.72
GTM,2005,8.7
GTM,2006,9.04
GTM,2007,8.92
GTM,2008,9.16
GTM,2009,9.33
GTM,2010,9.47
GTM,2011,9.78
GTM,2012,10.03
GTM,2013,10.09
GTM,2014,10.25
GTM,2015,10.31
GTM,2016,10.280000000000001
GTM,2017,10.2
GTM,2018,10.11
GTM,2019,10.15
GTM,2020,8.690000000000001
GTM,2021,9.49
GTM,2022,10.14
GNB,1995,12.520000000000001
GNB,1996,12.920000000000002
GNB,1997,13.309999999999999
GNB,1998,13.71
GNB,1999,14.099999999999998
GNB,2000,14.499999999999998
GNB,2001,14.89
GNB,2002,15.290000000000001
GNB,2003,14.57
GNB,2004,13.86
GNB,2005,13.139999999999999
GNB,2006,12.43
GNB,2007,11.72
GNB,2008,11.01
GNB,2009,10.299999999999999
GNB,2010,9.59
GNB,2011,10.31
GNB,2012,11.03
GNB,2013,11.76
GNB,2014,12.479999999999999
GNB,2015,13.209999999999999
GNB,2016,13.94
GNB,2017,14.67
GNB,2018,15.4
GNB,2019,15.620000000000001
GNB,2020,15.83
GNB,2021,16.05
GNB,2022,16.05
GUY,1995,8.39
GUY,1996,8.39
GUY,1997,8.39
GUY,1998,8.39
GUY,1999,8.39
GUY,2000,8.39
GUY,2001,8.02
GUY,2002,8.1
GUY,2003,8.48
GUY,2004,8.72
GUY,2005,8.7
GUY,2006,9.04
GUY,2007,8.92
GUY,2008,9.16
GUY,2009,9.33
GUY,2010,9.47
GUY,2011,9.78
GUY,2012,10.03
GUY,2013,10.09
GUY,2014,10.25
GUY,2015,10.31
GUY,2016,10.280000000000001
GUY,2017,10.2
GUY,2018,10.11
GUY,2019,10.15
GUY,2020,8.690000000000001
GUY,2021,9.49
GUY,2022,10.14
HKG,1995,16.72
HKG,1996,16.78
HKG,1997,16.46
HKG,1998,16.150000000000002
HKG,1999,15.85
HKG,2000,15.559999999999999
HKG,2001,15.299999999999999
HKG,2002,14.74
HKG,2003,14.23
HKG,2004,13.76
HKG,2005,13.309999999999999
HKG,2006,12.889999999999999
HKG,2007,12.85
HKG,2008,12.809999999999999
HKG,2009,12.770000000000001
HKG,2010,12.73
HKG,2011,12.690000000000001
HKG,2012,12.889999999999999
HKG,2013,13.07
HKG,2014,13.25
HKG,2015,13.43
HKG,2016,13.59
HKG,2017,13.59
HKG,2018,13.59
HKG,2019,13.59
HKG,2020,13.59
HKG,2021,13.59
HKG,2022,13.59
HND,1995,8.39
HND,1996,8.39
HND,1997,8.39
HND,1998,8.39
HND,1999,8.39
HND,2000,8.39
HND,2001,8.02
HND,2002,8.1
HND,2003,8.48
HND,2004,8.72
HND,2005,8.7
HND,2006,9.04
HND,2007,8.92
HND,2008,9.16
HND,2009,9.33
HND,2010,9.47
HND,2011,9.78
HND,2012,10.03
HND,2013,10.09
HND,2014,10.25
HND,2015,10.31
HND,2016,10.280000000000001
HND,2017,10.2
HND,2018,10.11
HND,2019,10.15
HND,2020,8.690000000000001
HND,2021,9.49
HND,2022,10.14
HRV,1995,19.59
HRV,1996,19.67
HRV,1997,19.55
HRV,1998,18.77
HRV,1999,18.09
HRV,2000,19.16
HRV,2001,19.139999999999997
HRV,2002,19.86
HRV,2003,20.330000000000002
HRV,2004,19.939999999999998
HRV,2005,19.16
HRV,2006,19.45
HRV,2007,18.68
HRV,2008,18.82
HRV,2009,19.08
HRV,2010,19.220000000000002
HRV,2011,18.9
HRV,2012,18.84
HRV,2013,19.46
HRV,2014,19.02
HRV,2015,19.12
HRV,2016,19.43
HRV,2017,19.16
HRV,2018,18.990000000000002
HRV,2019,19.040000000000003
HRV,2020,19.040000000000003
HRV,2021,18.970000000000002
HRV,2022,18.98
HTI,1995,8.39
HTI,1996,8.39
HTI,1997,8.39
HTI,1998,8.39
HTI,1999,8.39
HTI,2000,8.39
HTI,2001,8.02
HTI,2002,8.1
HTI,2003,8.48
HTI,2004,8.72
HTI,2005,8.7
HTI,2006,9.04
HTI,2007,8.92
HTI,2008,9.16
HTI,2009,9.33
HTI,2010,9.47
HTI,2011,9.78
HTI,2012,10.03
HTI,2013,10.09
HTI,2014,10.25
HTI,2015,10.31
HTI,2016,10.280000000000001
HTI,2017,10.2
HTI,2018,10.11
HTI,2019,10.15
HTI,2020,8.690000000000001
HTI,2021,9.49
HTI,2022,10.14
HUN,1995,28.04
HUN,1996,27.93
HUN,1997,27.47
HUN,1998,27.49
HUN,1999,26.200000000000003
HUN,2000,26.44
HUN,2001,25.44
HUN,2002,24.55
HUN,2003,24.13
HUN,2004,24.91
HUN,2005,24.27
HUN,2006,23.05
HUN,2007,22.49
HUN,2008,23.13
HUN,2009,23.45
HUN,2010,23.04
HUN,2011,23.32
HUN,2012,23.65
HUN,2013,23.1
HUN,2014,23.02
HUN,2015,23.02
HUN,2016,23.21
HUN,2017,23.169999999999998
HUN,2018,22.45
HUN,2019,22.36
HUN,2020,22.36
HUN,2021,22.41
HUN,2022,22.23
IDN,1995,13.209999999999999
IDN,1996,12.989999999999998
IDN,1997,15.28
IDN,1998,17.8
IDN,1999,18.18
IDN,2000,18.01
IDN,2001,17.52
IDN,2002,17.349999999999998
IDN,2003,17.19
IDN,2004,16.49
IDN,2005,16.04
IDN,2006,16.55
IDN,2007,15.870000000000001
IDN,2008,13.420000000000002
IDN,2009,12.989999999999998
IDN,2010,14.91
IDN,2011,14.280000000000001
IDN,2012,14.790000000000001
IDN,2013,15.18
IDN,2014,15.14
IDN,2015,14.75
IDN,2016,15.14
IDN,2017,15.35
IDN,2018,12.45
IDN,2019,12.45
IDN,2020,12.45
IDN,2021,12.45
IDN,2022,12.45
IRL,1995,21.01
IRL,1996,22.49
IRL,1997,22.61
IRL,1998,21.83
IRL,1999,21.15
IRL,2000,20.64
IRL,2001,20.96
IRL,2002,21.3
IRL,2003,20.560000000000002
IRL,2004,19.91
IRL,2005,20.27
IRL,2006,19.57
IRL,2007,18.66
IRL,2008,19.91
IRL,2009,21.5
IRL,2010,20.830000000000002
IRL,2011,21.060000000000002
IRL,2012,20.78
IRL,2013,19.939999999999998
IRL,2014,19.46
IRL,2015,18.89
IRL,2016,19.02
IRL,2017,19.67
IRL,2018,19.900000000000002
IRL,2019,19.67
IRL,2020,19.67
IRL,2021,19.57
IRL,2022,19.54
ISR,1995,13.05
ISR,1996,12.950000000000001
ISR,1997,12.85
