ISO3,Year,SWIID_gini_disp
IDN,1998,41.5
IDN,1999,41.1
IDN,2000,40.9
IDN,2001,40.8
IDN,2002,40.7
IDN,2003,40.8
IDN,2004,41
IDN,2005,41.3
IDN,2006,41.7
IDN,2007,42.2
IDN,2008,42.8
IDN,2009,43.5
IDN,2010,44.3
IDN,2011,45.1
IDN,2012,45.7
IDN,2013,46.1
IDN,2014,46.2
IDN,2015,46.3
IDN,2016,46.2
IDN,2017,46
IDN,2018,45.8
IDN,2019,45.6
IDN,2020,45.5
IDN,2021,45.3
IDN,2022,45.3
IDN,2023,45.2
IDN,2024,45
IDN,2025,45
IRN,1969,43.9
IRN,1970,44.1
IRN,1971,44.3
IRN,1972,44.5
IRN,1973,44.9
IRN,1974,45.3
IRN,1975,45.6
IRN,1976,45.9
IRN,1977,46.2
IRN,1978,46.4
IRN,1979,46.5
IRN,1980,46.4
IRN,1981,46
IRN,1982,45.6
IRN,1983,45.1
IRN,1984,44.7
IRN,1985,44.5
IRN,1986,44.3
IRN,1987,43.9
IRN,1988,43.4
IRN,1989,43.3
IRN,1990,43.3
IRN,1991,43.4
IRN,1992,43.3
IRN,1993,43
IRN,1994,42.7
IRN,1995,42.6
IRN,1996,42.5
IRN,1997,42.4
IRN,1998,42.4
IRN,1999,42.4
IRN,2000,42.4
IRN,2001,42.3
IRN,2002,42
IRN,2003,41.6
IRN,2004,41.3
IRN,2005,41
IRN,2006,40.6
IRN,2007,40.1
IRN,2008,39.4
IRN,2009,38.8
IRN,2010,37.9
IRN,2011,37
IRN,2012,36.2
IRN,2013,35.9
IRN,2014,35.9
IRN,2015,36
IRN,2016,36
IRN,2017,36
IRN,2018,35.9
IRN,2019,35.8
IRN,2020,35.6
IRN,2021,35.5
IRN,2022,35.4
IRN,2023,35.4
IRQ,2006,35.4
IRQ,2007,35.9
IRQ,2008,36.2
IRQ,2009,36.5
IRQ,2010,36.8
IRQ,2011,37.1
IRQ,2012,37.4
IRQ,2013,36.5
IRQ,2014,35.7
IRQ,2015,35.4
IRQ,2016,35.1
IRQ,2017,34.8
IRQ,2018,34.5
IRQ,2019,34.2
IRQ,2020,33.9
IRQ,2021,33.6
IRQ,2022,33.3
IRQ,2023,33
IRL,1966,30.9
IRL,1967,30.8
IRL,1968,30.7
IRL,1969,30.6
IRL,1970,30.5
IRL,1971,30.4
IRL,1972,30.3
IRL,1973,30.1
IRL,1974,30.4
IRL,1975,30.7
IRL,1976,31
IRL,1977,31.3
IRL,1978,31.6
IRL,1979,31.9
IRL,1980,32.2
IRL,1981,32.3
IRL,1982,32.4
IRL,1983,32.4
IRL,1984,32.5
IRL,1985,32.6
IRL,1986,32.7
IRL,1987,32.8
IRL,1988,32.8
IRL,1989,32.9
IRL,1990,32.9
IRL,1991,32.9
IRL,1992,33
IRL,1993,33
IRL,1994,33.1
IRL,1995,33.1
IRL,1996,32.8
IRL,1997,32.5
IRL,1998,32.3
IRL,1999,32
IRL,2000,31.7
IRL,2001,31.5
IRL,2002,31.3
IRL,2003,31.4
IRL,2004,31.4
IRL,2005,31.4
IRL,2006,31.1
IRL,2007,30.7
IRL,2008,30.4
IRL,2009,30.4
IRL,2010,30.3
IRL,2011,30.4
IRL,2012,30.5
IRL,2013,30.4
IRL,2014,30
IRL,2015,29.9
IRL,2016,29.7
IRL,2017,29.3
IRL,2018,28.8
IRL,2019,28.4
IRL,2020,28.2
IRL,2021,28.2
IRL,2022,28.1
IRL,2023,28
ISR,1979,31.1
ISR,1980,30.9
ISR,1981,30.8
ISR,1982,30.7
ISR,1983,30.7
ISR,1984,31.2
ISR,1985,31.2
ISR,1986,31.1
ISR,1987,31.1
ISR,1988,31.2
ISR,1989,31.4
ISR,1990,31.6
ISR,1991,31.5
ISR,1992,31.4
ISR,1993,32
ISR,1994,32.5
ISR,1995,33.1
ISR,1996,33.4
ISR,1997,33.8
ISR,1998,34.2
ISR,1999,34.5
ISR,2000,34.9
ISR,2001,35.3
ISR,2002,35.8
ISR,2003,36.4
ISR,2004,36.9
ISR,2005,37.2
ISR,2006,37.3
ISR,2007,37.3
ISR,2008,37.5
ISR,2009,37.7
ISR,2010,37.6
ISR,2011,37.2
ISR,2012,36.8
ISR,2013,36.2
ISR,2014,35.9
ISR,2015,35.5
ISR,2016,34.8
ISR,2017,34.4
ISR,2018,34.2
ISR,2019,34.1
ISR,2020,34.1
ISR,2021,34.3
ISR,2022,34.2
ITA,1967,45.9
ITA,1968,43.7
ITA,1969,41.8
ITA,1970,40.6
ITA,1971,39.6
ITA,1972,38.6
ITA,1973,37.7
ITA,1974,36.6
ITA,1975,35.4
ITA,1976,34.2
ITA,1977,33.1
ITA,1978,32.4
ITA,1979,31.8
ITA,1980,30.9
ITA,1981,30
ITA,1982,29.3
ITA,1983,29.6
ITA,1984,30.3
ITA,1985,31.5
ITA,1986,31.3
ITA,1987,32.1
ITA,1988,32.6
ITA,1989,31.2
ITA,1990,31
ITA,1991,30.8
ITA,1992,31.8
ITA,1993,32.8
ITA,1994,33.2
ITA,1995,33.5
ITA,1996,33.6
ITA,1997,33.7
ITA,1998,33.9
ITA,1999,33.7
ITA,2000,33.5
ITA,2001,33.4
ITA,2002,33
ITA,2003,32.6
ITA,2004,32.6
ITA,2005,32.4
ITA,2006,32.3
ITA,2007,32.1
ITA,2008,32.2
ITA,2009,32.2
ITA,2010,32.5
ITA,2011,32.8
ITA,2012,33
ITA,2013,33.1
ITA,2014,33.2
ITA,2015,33.3
ITA,2016,33.4
ITA,2017,33.3
ITA,2018,33.2
ITA,2019,33.1
ITA,2020,33.2
ITA,2021,33.1
ITA,2022,32.9
ITA,2023,32.8
ITA,2024,32.9
JAM,1988,44
JAM,1989,44
JAM,1990,44
JAM,1991,43.9
JAM,1992,43.8
JAM,1993,43.7
JAM,1994,43.7
JAM,1995,43.8
JAM,1996,43.9
JAM,1997,44
JAM,1998,44.2
JAM,1999,44.4
JAM,2000,44.5
JAM,2001,44.7
JAM,2002,44.8
JAM,2003,44.7
JAM,2004,44.6
JAM,2005,44.4
JAM,2006,44.2
JAM,2007,44
JAM,2008,43.8
JAM,2009,43.8
JAM,2010,43.7
JAM,2011,43.6
JAM,2012,43.5
JAM,2013,43.4
JAM,2014,43.2
JAM,2015,43.1
JAM,2016,42.9
JAM,2017,42.8
JAM,2018,42.8
JAM,2019,42.9
JAM,2020,43
JAM,2021,43.1
JPN,1961,24
JPN,1962,23.6
JPN,1963,23.2
JPN,1964,23
JPN,1965,22.9
JPN,1966,23
JPN,1967,23.1
JPN,1968,23.2
JPN,1969,23.6
JPN,1970,23.5
JPN,1971,23.2
JPN,1972,22.9
JPN,1973,22.7
JPN,1974,22.7
JPN,1975,22.7
JPN,1976,22.7
JPN,1977,22.6
JPN,1978,22.7
JPN,1979,23
JPN,1980,23.1
JPN,1981,23.5
JPN,1982,23.7
JPN,1983,24.1
JPN,1984,24.8
JPN,1985,24.8
JPN,1986,25.2
JPN,1987,25.7
JPN,1988,25.7
JPN,1989,26
JPN,1990,26.2
JPN,1991,26.9
JPN,1992,27.7
JPN,1993,27.7
JPN,1994,27.9
JPN,1995,28.3
JPN,1996,28.7
JPN,1997,29.1
JPN,1998,29.4
JPN,1999,29.6
JPN,2000,29.8
JPN,2001,30
JPN,2002,30.3
JPN,2003,30.3
JPN,2004,30.7
JPN,2005,30.8
JPN,2006,30.8
JPN,2007,30.9
JPN,2008,31.1
JPN,2009,30.6
JPN,2010,30.1
JPN,2011,30.3
JPN,2012,30.1
JPN,2013,29.9
JPN,2014,29.7
JPN,2015,29.7
JPN,2016,29.9
JPN,2017,30.1
JPN,2018,30.5
JPN,2019,30.8
JPN,2020,31.1
JPN,2021,31.5
JOR,1986,39.8
JOR,1987,39.8
JOR,1988,40.1
JOR,1989,40.3
JOR,1990,40.5
JOR,1991,40.7
JOR,1992,41
JOR,1993,40.7
JOR,1994,40.4
JOR,1995,40.1
JOR,1996,39.9
JOR,1997,39.6
JOR,1998,39.3
JOR,1999,39
JOR,2000,38.7
JOR,2001,38.5
JOR,2002,38.2
JOR,2003,38
JOR,2004,37.9
JOR,2005,37.7
JOR,2006,37.5
JOR,2007,37.3
JOR,2008,37.1
JOR,2009,37.2
JOR,2010,37.4
JOR,2011,37
JOR,2012,36.6
JOR,2013,36.3
JOR,2014,36.5
JOR,2015,36.7
JOR,2016,36.8
JOR,2017,37
KAZ,1988,27.4
KAZ,1989,27.7
KAZ,1990,28.2
KAZ,1991,28.8
KAZ,1992,29.3
KAZ,1993,29.8
KAZ,1994,30.3
KAZ,1995,30.8
KAZ,1996,31.3
KAZ,1997,31.4
KAZ,1998,31.4
KAZ,1999,31.5
KAZ,2000,31.6
KAZ,2001,31.7
KAZ,2002,31.3
KAZ,2003,30.9
KAZ,2004,30.6
KAZ,2005,30.3
KAZ,2006,29.6
KAZ,2007,29
KAZ,2008,28.3
KAZ,2009,27.7
KAZ,2010,27.4
KAZ,2011,27.3
KAZ,2012,27.1
KAZ,2013,26.9
KAZ,2014,26.7
KAZ,2015,26.7
KAZ,2016,26.8
KAZ,2017,27
KAZ,2018,27.2
KAZ,2019,27.4
KAZ,2020,27.5
KAZ,2021,27.7
KAZ,2022,27.7
KAZ,2023,27.8
KAZ,2024,27.9
KEN,1976,49.9
KEN,1977,49.8
KEN,1978,49.7
KEN,1979,49.6
KEN,1980,49.5
KEN,1981,49.4
KEN,1982,49.3
KEN,1983,49.2
KEN,1984,49.1
KEN,1985,49
KEN,1986,48.9
KEN,1987,48.8
KEN,1988,48.7
KEN,1989,48.5
KEN,1990,48.5
KEN,1991,48.3
KEN,1992,48.2
KEN,1993,47.9
KEN,1994,47.6
KEN,1995,47.5
KEN,1996,47.3
KEN,1997,47.2
KEN,1998,47
KEN,1999,46.8
KEN,2000,46.7
KEN,2001,46.5
KEN,2002,46.4
KEN,2003,46.2
KEN,2004,46.1
KEN,2005,45.9
KEN,2006,45.6
KEN,2007,45.3
KEN,2008,45
KEN,2009,44.7
KEN,2010,44.4
KEN,2011,44.2
KEN,2012,43.9
KEN,2013,43.6
KEN,2014,43.3
KEN,2015,43
KEN,2016,42.8
KEN,2017,42.6
KEN,2018,42.3
KEN,2019,42.1
KEN,2020,41.8
KEN,2021,41.7
KEN,2022,41.7
KIR,2006,35
KIR,2007,34.7
KIR,2008,34.4
KIR,2009,34.1
KIR,2010,33.8
KIR,2011,33.5
KIR,2012,33.2
KIR,2013,32.9
KIR,2014,32.6
KIR,2015,32.3
KIR,2016,32
KIR,2017,31.7
KIR,2018,31.4
KIR,2019,31.1
KIR,2020,31
KIR,2021,30.8
KIR,2022,30.5
KIR,2023,30.4
KOR,1965,30
KOR,1966,30
KOR,1967,30.1
KOR,1968,30.1
KOR,1969,30.2
KOR,1970,30.2
KOR,1971,30.5
KOR,1972,30.7
KOR,1973,31
KOR,1974,31.3
KOR,1975,31.6
KOR,1976,31.9
KOR,1977,32.1
KOR,1978,32.4
KOR,1979,32.6
KOR,1980,32.8
KOR,1981,33.1
KOR,1982,33.4
KOR,1983,33.6
KOR,1984,33.7
KOR,1985,33.7
KOR,1986,33.8
KOR,1987,33.7
KOR,1988,33.4
KOR,1989,33.3
KOR,1990,32.7
KOR,1991,32.3
KOR,1992,32
KOR,1993,31.9
KOR,1994,32
KOR,1995,32.2
KOR,1996,32.6
KOR,1997,33
KOR,1998,33.6
KOR,1999,33.7
KOR,2000,33.3
KOR,2001,33.2
KOR,2002,32.9
KOR,2003,32.4
KOR,2004,32
KOR,2005,31.7
KOR,2006,31.2
KOR,2007,31.5
KOR,2008,31.6
KOR,2009,31.8
KOR,2010,31.7
KOR,2011,32.6
KOR,2012,31.7
KOR,2013,31.9
KOR,2014,31.3
KOR,2015,32.2
KOR,2016,34.1
KOR,2017,34.6
KOR,2018,34.2
KOR,2019,33.7
KOR,2020,33.2
KOR,2021,32.7
KOR,2022,31.5
KOR,2023,31.4
KOR,2024,31.4
XKX,2003,31.3
XKX,2004,31.3
XKX,2005,31.3
XKX,2006,31.3
XKX,2007,31.3
XKX,2008,31.4
XKX,2009,31.4
XKX,2010,31.4
XKX,2011,31.4
XKX,2012,31.5
XKX,2013,31.6
XKX,2014,31.9
XKX,2015,32.3
XKX,2016,32.9
XKX,2017,33.7
XKX,2018,34.4
XKX,2019,35
XKX,2020,35.5
XKX,2021,35.7
XKX,2022,35.7
KWT,1973,38.1
KWT,1974,38
KWT,1975,37.9
KWT,1976,37.9
KWT,1977,37.8
KWT,1978,37.7
KWT,1979,37.6
KWT,1980,37.5
KWT,1981,37.4
KWT,1982,37.3
KWT,1983,37.2
KWT,1984,37.1
KWT,1985,37
KWT,1986,36.9
KWT,1987,36.8
KWT,1988,36.8
KWT,1989,36.7
KWT,1990,36.6
KWT,1991,36.6
KWT,1992,36.5
KWT,1993,36.4
KWT,1994,36.4
KWT,1995,36.3
KWT,1996,36.3
KWT,1997,36.2
KWT,1998,36.1
KWT,1999,36.2
KGZ,1988,27.5
KGZ,1989,27.4
KGZ,1990,27.7
KGZ,1991,28.1
KGZ,1992,28.8
KGZ,1993,31
KGZ,1994,33.3
KGZ,1995,34.5
KGZ,1996,35.9
KGZ,1997,36.9
KGZ,1998,36.9
KGZ,1999,36.5
KGZ,2000,35.8
KGZ,2001,35.1
KGZ,2002,34.6
KGZ,2003,34.5
KGZ,2004,35.2
KGZ,2005,35.6
KGZ,2006,35.7
KGZ,2007,35.3
KGZ,2008,34.6
KGZ,2009,34.2
KGZ,2010,33.7
KGZ,2011,33.3
KGZ,2012,33.2
KGZ,2013,33.2
KGZ,2014,33
KGZ,2015,32.8
KGZ,2016,32.4
KGZ,2017,32.2
KGZ,2018,32
KGZ,2019,32
KGZ,2020,31.9
KGZ,2021,32.1
KGZ,2022,32.2
KGZ,2023,32.4
KGZ,2024,32.4
LAO,1992,34.2
LAO,1993,34.4
LAO,1994,34.5
LAO,1995,34.7
LAO,1996,34.8
LAO,1997,35
LAO,1998,35
LAO,1999,35
LAO,2000,35.1
LAO,2001,35.1
LAO,2002,35.1
LAO,2003,35.3
LAO,2004,35.4
LAO,2005,35.6
LAO,2006,35.8
LAO,2007,36
LAO,2008,36.1
LAO,2009,36.2
LAO,2010,36.3
LAO,2011,36.4
LAO,2012,36.5
LAO,2013,36.6
LAO,2014,36.7
LAO,2015,36.7
LAO,2016,36.8
LAO,2017,36.9
LAO,2018,36.9
LAO,2019,36.9
LAO,2020,36.9
LAO,2021,36.8
LAO,2022,36.8
LAO,2023,36.8
LAO,2024,36.8
LVA,1988,25.5
LVA,1989,25.4
LVA,1990,25.6
LVA,1991,25.9
LVA,1992,26.3
LVA,1993,26.9
LVA,1994,27.9
LVA,1995,28.9
LVA,1996,29.8
LVA,1997,30.6
LVA,1998,31.3
LVA,1999,31.9
LVA,2000,32.5
LVA,2001,33.1
LVA,2002,33.7
LVA,2003,34.3
LVA,2004,34.8
LVA,2005,35.1
LVA,2006,35
LVA,2007,35.2
LVA,2008,35.3
LVA,2009,35.3
LVA,2010,35.2
LVA,2011,35.2
LVA,2012,35
LVA,2013,34.9
LVA,2014,34.6
LVA,2015,34.4
LVA,2016,34.4
LVA,2017,34.4
LVA,2018,34.3
LVA,2019,34.2
LVA,2020,34.2
LVA,2021,34
LVA,2022,33.9
LVA,2023,33.8
LBN,1995,38.5
LBN,1996,38.4
LBN,1997,38.3
LBN,1998,38.2
LBN,1999,38.1
LBN,2000,37.9
LBN,2001,37.8
LBN,2002,37.7
LBN,2003,37.5
LBN,2004,37.4
LBN,2005,37.2
LBN,2006,37
LBN,2007,36.8
LBN,2008,36.6
LBN,2009,36.4
LBN,2010,36.2
LBN,2011,36
LBN,2012,36
LBN,2013,36
LBN,2014,36
LBN,2015,36
LBN,2016,36
LBN,2017,36
LBN,2018,36
LBN,2019,36
LBN,2020,36.1
LBN,2021,36.1
LBN,2022,36.1
LSO,1986,53.5
LSO,1987,53.7
LSO,1988,53.6
LSO,1989,53.5
LSO,1990,53.4
LSO,1991,53.2
LSO,1992,53.1
LSO,1993,53
LSO,1994,53
LSO,1995,52.7
LSO,1996,52.4
LSO,1997,52.1
LSO,1998,51.8
LSO,1999,51.6
LSO,2000,51.3
LSO,2001,51
LSO,2002,50.7
LSO,2003,50.6
LSO,2004,50.5
LSO,2005,50.3
LSO,2006,50.2
LSO,2007,50.1
LSO,2008,50
LSO,2009,49.9
LSO,2010,49.7
LSO,2011,49.5
LSO,2012,49.3
LSO,2013,49.1
LSO,2014,48.9
LSO,2015,48.7
LSO,2016,48.4
LSO,2017,48.2
LBR,2005,37.4
LBR,2006,37.3
LBR,2007,37.3
LBR,2008,37.2
LBR,2009,37.1
LBR,2010,37.1
LBR,2011,37
LBR,2012,36.9
LBR,2013,36.8
LBR,2014,36.7
LBR,2015,36.7
LBR,2016,36.7
LBY,2003,32.5
LBY,2004,32.4
LBY,2005,32.4
LBY,2006,32.4
LBY,2007,32.3
LBY,2008,32.3
LTU,1988,25.4
LTU,1989,26.1
LTU,1990,26.7
LTU,1991,27.7
LTU,1992,28.7
LTU,1993,29.6
LTU,1994,30.5
LTU,1995,30.9
LTU,1996,31.3
LTU,1997,31.4
LTU,1998,31.5
LTU,1999,31.7
LTU,2000,31.9
LTU,2001,32.1
LTU,2002,32.3
LTU,2003,32.8
LTU,2004,33.4
LTU,2005,33.5
LTU,2006,33.1
LTU,2007,33.2
LTU,2008,33.8
LTU,2009,33.9
LTU,2010,33.5
LTU,2011,33.4
LTU,2012,34.2
LTU,2013,34.9
LTU,2014,35.6
LTU,2015,36
LTU,2016,36.3
LTU,2017,36.3
LTU,2018,36
LTU,2019,35.9
LTU,2020,35.8
LTU,2021,35.8
LTU,2022,35.5
LTU,2023,35.4
LUX,1985,46.9
LUX,1986,38.7
LUX,1987,34.2
LUX,1988,30.9
LUX,1989,28.7
LUX,1990,26.6
LUX,1991,25.4
LUX,1992,24.9
LUX,1993,24.7
LUX,1994,25.1
LUX,1995,25.3
LUX,1996,25.6
LUX,1997,25.8
LUX,1998,26.1
LUX,1999,26.1
LUX,2000,26.1
LUX,2001,26.3
LUX,2002,26.6
LUX,2003,26.7
LUX,2004,26.8
LUX,2005,27.2
LUX,2006,27.4
LUX,2007,27.6
LUX,2008,27.8
LUX,2009,27.8
LUX,2010,27.7
LUX,2011,27.9
LUX,2012,28.1
LUX,2013,28.2
LUX,2014,28.3
LUX,2015,28.6
LUX,2016,28.9
LUX,2017,29.3
LUX,2018,29.6
LUX,2019,29.3
LUX,2020,28.8
LUX,2021,28.8
LUX,2022,28.8
LUX,2023,28.8
MDG,1962,41.1
MDG,1963,41.3
MDG,1964,41.5
MDG,1965,41.6
MDG,1966,41.8
MDG,1967,42
MDG,1968,42.2
MDG,1969,42.3
MDG,1970,42.5
MDG,1971,42.7
MDG,1972,42.9
MDG,1973,43
MDG,1974,43.2
MDG,1975,43.4
MDG,1976,43.6
MDG,1977,43.7
MDG,1978,43.9
MDG,1979,44.1
MDG,1980,44.2
MDG,1981,44.2
MDG,1982,44.2
MDG,1983,44.2
MDG,1984,44.2
MDG,1985,44.2
MDG,1986,44.2
MDG,1987,44.2
MDG,1988,44.2
MDG,1989,44.1
MDG,1990,44.1
MDG,1991,44.1
MDG,1992,44.1
MDG,1993,44.1
MDG,1994,44
MDG,1995,44
MDG,1996,43.9
MDG,1997,43.8
MDG,1998,43.8
MDG,1999,43.9
MDG,2000,44
MDG,2001,44.2
MDG,2002,43.9
MDG,2003,43.7
MDG,2004,43.5
MDG,2005,43.3
MDG,2006,43.2
MDG,2007,43.2
MDG,2008,43.1
MDG,2009,43
MDG,2010,42.9
MDG,2011,42.8
MDG,2012,42.7
MDG,2013,42.6
MDG,2014,42.5
MDG,2015,42.4
MDG,2016,42.3
MDG,2017,42.2
MDG,2018,42
MDG,2019,41.9
MDG,2020,41.8
MDG,2021,41.7
MWI,1969,46.5
MWI,1970,46.7
MWI,1971,46.9
MWI,1972,47.1
MWI,1973,47.3
MWI,1974,47.5
MWI,1975,47.7
MWI,1976,47.9
MWI,1977,48.1
MWI,1978,48.3
MWI,1979,48.5
MWI,1980,48.7
MWI,1981,48.9
MWI,1982,49.1
MWI,1983,49.3
MWI,1984,49.5
MWI,1985,49.6
MWI,1986,49.7
MWI,1987,49.7
MWI,1988,49.7
MWI,1989,49.7
MWI,1990,49.7
MWI,1991,49.8
MWI,1992,49.8
MWI,1993,49.8
MWI,1994,49.8
MWI,1995,49.8
MWI,1996,49.8
MWI,1997,49.8
MWI,1998,49.2
MWI,1999,48.7
MWI,2000,48.1
MWI,2001,47.5
MWI,2002,46.9
MWI,2003,46.3
MWI,2004,45.7
MWI,2005,45.3
MWI,2006,45.3
MWI,2007,45.2
MWI,2008,45.2
MWI,2009,45.1
MWI,2010,45.1
MWI,2011,44.9
MWI,2012,44.8
MWI,2013,44.6
MWI,2014,44.5
MWI,2015,44.5
MWI,2016,44.4
MWI,2017,44.3
MWI,2018,44.2
MWI,2019,44
MYS,1970,46
MYS,1971,46.1
MYS,1972,46.3
MYS,1973,46.5
MYS,1974,46.7
MYS,1975,46.8
MYS,1976,46.8
MYS,1977,46.7
MYS,1978,46.6
MYS,1979,46.5
MYS,1980,46.2
MYS,1981,46
MYS,1982,45.7
MYS,1983,45.5
MYS,1984,45.2
MYS,1985,44.9
MYS,1986,44.6
MYS,1987,44.3
MYS,1988,44
MYS,1989,43.8
MYS,1990,43.7
MYS,1991,43.6
MYS,1992,43.4
MYS,1993,43.4
MYS,1994,43.3
MYS,1995,43.2
MYS,1996,43.1
MYS,1997,43
MYS,1998,42.8
MYS,1999,42.6
MYS,2000,42.4
MYS,2001,42.3
MYS,2002,42.1
MYS,2003,41.8
MYS,2004,41.6
MYS,2005,41.3
MYS,2006,41.1
MYS,2007,41
MYS,2008,40.7
MYS,2009,40.5
MYS,2010,40.3
MYS,2011,40
MYS,2012,39.8
MYS,2013,39.4
MYS,2014,39.3
MYS,2015,39.1
MYS,2016,38.9
MYS,2017,38.8
MYS,2018,38.7
MYS,2019,38.7
MYS,2020,38.6
MYS,2021,38.6
MYS,2022,38.5
MDV,2002,38.8
MDV,2003,38.7
MDV,2004,38.6
MDV,2005,38.6
MDV,2006,38.5
MDV,2007,38.4
MDV,2008,38.3
MDV,2009,38.2
MDV,2010,38.1
MDV,2011,37.8
MDV,2012,37.5
MDV,2013,37.1
MDV,2014,36.8
MDV,2015,36.5
MDV,2016,36.2
MDV,2017,36
MDV,2018,35.8
MDV,2019,35.6
MLI,1994,42.9
MLI,1995,42.6
MLI,1996,42.4
MLI,1997,42.1
MLI,1998,41.9
MLI,1999,41.6
MLI,2000,41.4
MLI,2001,41.1
MLI,2002,40.9
MLI,2003,40.7
MLI,2004,40.5
MLI,2005,40
MLI,2006,39.6
MLI,2007,39
MLI,2008,38.4
MLI,2009,37.8
MLI,2010,37.4
MLI,2011,37.1
MLI,2012,36.8
MLI,2013,36.4
MLI,2014,36.1
MLI,2015,36.3
MLI,2016,36.7
MLI,2017,36.6
MLI,2018,36.7
MLI,2019,37.1
MLI,2020,36.9
MLI,2021,36.6
MLI,2022,36.2
MLI,2023,35.8
MLI,2024,36.5
MLT,2006,27.3
MLT,2007,27.1
MLT,2008,27.1
MLT,2009,27.1
MLT,2010,27.1
MLT,2011,27.1
MLT,2012,27.2
MLT,2013,27.4
MLT,2014,27.6
MLT,2015,27.7
MLT,2016,27.9
MLT,2017,28.2
MLT,2018,28.4
MLT,2019,28.8
MLT,2020,29.1
MLT,2021,29.4
MLT,2022,29.6
MLT,2023,29.6
MHL,2019,36.4
MRT,1987,41.8
MRT,1988,41.8
MRT,1989,41.8
MRT,1990,41.8
MRT,1991,41.7
MRT,1992,41.7
MRT,1993,41.7
MRT,1994,41.5
MRT,1995,41.2
MRT,1996,41.1
MRT,1997,41.1
MRT,1998,41
MRT,1999,40.9
MRT,2000,40.8
MRT,2001,40.7
MRT,2002,40.5
MRT,2003,40.4
MRT,2004,40.3
MRT,2005,39.8
MRT,2006,39.4
MRT,2007,38.9
MRT,2008,38.5
MRT,2009,38.1
MRT,2010,37.7
MRT,2011,37.3
MRT,2012,36.9
MRT,2013,36.5
MRT,2014,36.1
MRT,2015,36
MRT,2016,36
MRT,2017,35.9
MRT,2018,35.8
MRT,2019,35.7
MUS,1987,37.5
MUS,1988,37.5
MUS,1989,37.5
MUS,1990,37.5
MUS,1991,37.4
MUS,1992,37.4
MUS,1993,37.4
MUS,1994,37.4
MUS,1995,37.4
MUS,1996,37.4
MUS,1997,37.4
MUS,1998,37.4
MUS,1999,37.4
MUS,2000,37.4
MUS,2001,37.4
MUS,2002,37.4
MUS,2003,37.4
MUS,2004,37.5
MUS,2005,37.5
MUS,2006,37.6
MUS,2007,37.7
MUS,2008,37.8
MUS,2009,37.9
MUS,2010,38
MUS,2011,38.1
MUS,2012,38.2
MUS,2013,38.2
MUS,2014,38.2
MUS,2015,38.2
MUS,2016,38.2
MUS,2017,38.2
MEX,1963,52.5
MEX,1964,52.4
MEX,1965,52.4
MEX,1966,52.3
MEX,1967,52.3
MEX,1968,52.2
MEX,1969,51.9
MEX,1970,51.6
MEX,1971,51.2
MEX,1972,50.9
MEX,1973,50.5
MEX,1974,50.2
MEX,1975,49.8
MEX,1976,49.3
MEX,1977,48.8
MEX,1978,48.4
MEX,1979,48
MEX,1980,47.7
MEX,1981,47.3
MEX,1982,46.9
MEX,1983,46.6
MEX,1984,46.2
MEX,1985,46.5
MEX,1986,46.8
MEX,1987,47
MEX,1988,47.3
MEX,1989,47.6
MEX,1990,48
MEX,1991,48.5
MEX,1992,49
MEX,1993,49.2
MEX,1994,49.5
MEX,1995,49.6
MEX,1996,49.4
MEX,1997,49.4
MEX,1998,49.4
MEX,1999,49.1
MEX,2000,48.9
MEX,2001,48.4
MEX,2002,47.9
MEX,2003,47.5
MEX,2004,47.1
MEX,2005,46.8
MEX,2006,46.5
MEX,2007,46.7
MEX,2008,46.9
MEX,2009,46.5
MEX,2010,46
MEX,2011,45.9
MEX,2012,45.8
MEX,2013,45.4
MEX,2014,45
MEX,2015,44.3
MEX,2016,43.6
MEX,2017,43.1
MEX,2018,42.6
MEX,2019,42.2
MEX,2020,41.7
MEX,2021,41
MEX,2022,40.3
MEX,2023,40.3
MEX,2024,40.2
FSM,1998,43.1
FSM,1999,43.1
FSM,2000,43.1
FSM,2001,43.1
FSM,2002,43.1
FSM,2003,43.1
FSM,2004,43.1
FSM,2005,43.1
FSM,2006,43
FSM,2007,43
FSM,2008,43
FSM,2009,42.9
FSM,2010,42.9
FSM,2011,42.9
FSM,2012,42.9
FSM,2013,42.8
MDA,1988,30.5
MDA,1989,30.8
MDA,1990,31.5
MDA,1991,32.4
MDA,1992,33.3
MDA,1993,34.2
MDA,1994,35.1
MDA,1995,36
MDA,1996,36.9
MDA,1997,37.8
MDA,1998,38.4
MDA,1999,38.6
MDA,2000,38.6
MDA,2001,38.5
MDA,2002,38.2
MDA,2003,37.8
MDA,2004,37.6
MDA,2005,37.6
MDA,2006,37.4
MDA,2007,37.1
MDA,2008,36.6
MDA,2009,36.2
MDA,2010,35.5
MDA,2011,34.8
MDA,2012,34
MDA,2013,33.1
MDA,2014,32.3
MDA,2015,31.7
MDA,2016,31.3
MDA,2017,30.9
MDA,2018,30.8
MDA,2019,30.9
MDA,2020,31
MDA,2021,31.2
MDA,2022,31.4
MDA,2023,31.6
MDA,2024,31.7
MNG,1995,34
MNG,1996,34
MNG,1997,33.9
MNG,1998,33.9
MNG,1999,33.9
MNG,2000,34
MNG,2001,34.1
MNG,2002,34.1
MNG,2003,34.2
MNG,2004,34.2
MNG,2005,34.3
MNG,2006,34.4
MNG,2007,34.5
MNG,2008,34.4
MNG,2009,34.3
MNG,2010,34.2
MNG,2011,34.2
MNG,2012,34.2
