ISO3,Year,SWIID_gini_disp
CYP,1994,29.7
CYP,1995,29.6
CYP,1996,29.6
CYP,1997,29.5
CYP,1998,29.4
CYP,1999,29.3
CYP,2000,29.2
CYP,2001,29.2
CYP,2002,29.1
CYP,2003,29
CYP,2004,28.9
CYP,2005,28.9
CYP,2006,28.9
CYP,2007,29
CYP,2008,29.2
CYP,2009,29.4
CYP,2010,29.6
CYP,2011,29.9
CYP,2012,30.2
CYP,2013,30.5
CYP,2014,30.5
CYP,2015,30.4
CYP,2016,30.2
CYP,2017,29.9
CYP,2018,29.8
CYP,2019,29.6
CYP,2020,29.5
CYP,2021,29.4
CYP,2022,29.4
CYP,2023,29.4
CZE,1988,33.2
CZE,1989,25
CZE,1990,23.1
CZE,1991,22.3
CZE,1992,21.2
CZE,1993,21.6
CZE,1994,22.9
CZE,1995,24
CZE,1996,25.3
CZE,1997,25
CZE,1998,24.7
CZE,1999,24.8
CZE,2000,25
CZE,2001,25.3
CZE,2002,25.5
CZE,2003,25.7
CZE,2004,25.8
CZE,2005,25.8
CZE,2006,25.6
CZE,2007,25.4
CZE,2008,25.5
CZE,2009,25.5
CZE,2010,25.5
CZE,2011,25.5
CZE,2012,25.5
CZE,2013,25.7
CZE,2014,25.7
CZE,2015,25.6
CZE,2016,25.4
CZE,2017,25.1
CZE,2018,25
CZE,2019,25
CZE,2020,25.2
CZE,2021,25.2
CZE,2022,25
CZE,2023,24.6
CSK,1965,23.3
CSK,1966,23
CSK,1967,22.8
CSK,1968,22.5
CSK,1969,22.2
CSK,1970,22
CSK,1971,21.7
CSK,1972,21.5
CSK,1973,21.2
CSK,1974,21.1
CSK,1975,20.9
CSK,1976,20.7
CSK,1977,20.6
CSK,1978,20.5
CSK,1979,20.4
CSK,1980,20.3
CSK,1981,20.3
CSK,1982,20.2
CSK,1983,20.1
CSK,1984,20.1
CSK,1985,20
CSK,1986,20
CSK,1987,20
CSK,1988,20
CSK,1989,20
CIV,1985,47.7
CIV,1986,47.4
CIV,1987,47.3
CIV,1988,47.2
CIV,1989,47.3
CIV,1990,47.5
CIV,1991,47.6
CIV,1992,47.8
CIV,1993,48
CIV,1994,48.1
CIV,1995,48.3
CIV,1996,48.6
CIV,1997,48.9
CIV,1998,49.2
CIV,1999,49.9
CIV,2000,50.6
CIV,2001,51.3
CIV,2002,52.1
CIV,2003,52.2
CIV,2004,52.3
CIV,2005,52.5
CIV,2006,52.6
CIV,2007,52.7
CIV,2008,52.8
CIV,2009,52.9
CIV,2010,52.9
CIV,2011,53
CIV,2012,53
CIV,2013,53.1
CIV,2014,53.1
CIV,2015,53.2
CIV,2016,52.2
CIV,2017,51.2
CIV,2018,50.3
CIV,2019,49.7
CIV,2020,49.2
CIV,2021,48.7
DNK,1976,24.3
DNK,1977,24
DNK,1978,23.7
DNK,1979,23.4
DNK,1980,23.1
DNK,1981,23.1
DNK,1982,22.9
DNK,1983,22.6
DNK,1984,22.4
DNK,1985,22.3
DNK,1986,22.8
DNK,1987,24.3
DNK,1988,23
DNK,1989,22.5
DNK,1990,22.6
DNK,1991,22.7
DNK,1992,23.4
DNK,1993,22.8
DNK,1994,22.2
DNK,1995,22
DNK,1996,22.1
DNK,1997,22.3
DNK,1998,22.5
DNK,1999,22.6
DNK,2000,22.6
DNK,2001,22.8
DNK,2002,23
DNK,2003,23.1
DNK,2004,23.1
DNK,2005,23.7
DNK,2006,24.3
DNK,2007,24.1
DNK,2008,24.4
DNK,2009,24.7
DNK,2010,25.1
DNK,2011,25.6
DNK,2012,25.7
DNK,2013,25.3
DNK,2014,26.5
DNK,2015,27.4
DNK,2016,27.5
DNK,2017,27.7
DNK,2018,27.8
DNK,2019,28
DNK,2020,28
DNK,2021,28.5
DNK,2022,28.8
DNK,2023,28.8
DNK,2024,28.8
DJI,1996,40.7
DJI,1997,40.8
DJI,1998,40.9
DJI,1999,41
DJI,2000,41.2
DJI,2001,41.3
DJI,2002,41.4
DJI,2003,41.5
DJI,2004,41.7
DJI,2005,41.8
DJI,2006,42
DJI,2007,42.1
DJI,2008,42.3
DJI,2009,42.4
DJI,2010,42.6
DJI,2011,42.8
DJI,2012,42.9
DJI,2013,43
DJI,2014,43
DJI,2015,43
DJI,2016,43
DJI,2017,43
DMA,2002,44.7
DMA,2003,45
DMA,2004,45.2
DMA,2005,45.4
DMA,2006,45.7
DMA,2007,45.9
DMA,2008,46.1
DMA,2009,46.2
DMA,2010,46.3
DOM,1986,45.6
DOM,1987,45.8
DOM,1988,45.9
DOM,1989,46.1
DOM,1990,46.2
DOM,1991,46.3
DOM,1992,46.4
DOM,1993,46.4
DOM,1994,46.4
DOM,1995,46.4
DOM,1996,46.5
DOM,1997,47
DOM,1998,47.5
DOM,1999,48
DOM,2000,48.6
DOM,2001,48.5
DOM,2002,48.7
DOM,2003,49.3
DOM,2004,49.5
DOM,2005,49.3
DOM,2006,49.8
DOM,2007,48.9
DOM,2008,47.6
DOM,2009,47
DOM,2010,46.3
DOM,2011,45.8
DOM,2012,45.1
DOM,2013,44.7
DOM,2014,43.6
DOM,2015,43
DOM,2016,42
DOM,2017,41.1
DOM,2018,40.5
DOM,2019,39.6
DOM,2020,38.3
DOM,2021,37.3
DOM,2022,36.6
DOM,2023,36.7
DOM,2024,37
ECU,1994,50.6
ECU,1995,50.7
ECU,1996,50.9
ECU,1997,51.1
ECU,1998,51.2
ECU,1999,51.5
ECU,2000,51.2
ECU,2001,50.8
ECU,2002,50.4
ECU,2003,50.1
ECU,2004,49.6
ECU,2005,49.2
ECU,2006,48.6
ECU,2007,47.9
ECU,2008,46.8
ECU,2009,45.8
ECU,2010,45
ECU,2011,44
ECU,2012,43.4
ECU,2013,43.1
ECU,2014,42.6
ECU,2015,42.4
ECU,2016,42.1
ECU,2017,42
ECU,2018,42
ECU,2019,42.2
ECU,2020,42.3
ECU,2021,42.1
ECU,2022,41.8
ECU,2023,41.6
ECU,2024,41.5
ECU,2025,41.6
EGY,1975,33
EGY,1976,32.9
EGY,1977,32.9
EGY,1978,32.8
EGY,1979,32.8
EGY,1980,32.8
EGY,1981,32.7
EGY,1982,32.7
EGY,1983,32.6
EGY,1984,32.6
EGY,1985,32.5
EGY,1986,32.5
EGY,1987,32.5
EGY,1988,32.4
EGY,1989,32.4
EGY,1990,32.4
EGY,1991,32.3
EGY,1992,32.4
EGY,1993,32.4
EGY,1994,32.3
EGY,1995,32.3
EGY,1996,32.5
EGY,1997,32.6
EGY,1998,32.6
EGY,1999,32.7
EGY,2000,32.9
EGY,2001,32.7
EGY,2002,32.5
EGY,2003,32.2
EGY,2004,32
EGY,2005,31.8
EGY,2006,31.5
EGY,2007,31.2
EGY,2008,30.8
EGY,2009,30.8
EGY,2010,30.4
EGY,2011,30.1
EGY,2012,29.8
EGY,2013,30
EGY,2014,30.2
EGY,2015,30.3
EGY,2016,30.1
EGY,2017,29.9
EGY,2018,30.3
EGY,2019,30.2
EGY,2020,30.6
EGY,2021,30.9
EGY,2022,31.5
EGY,2023,32
SLV,1989,47.3
SLV,1990,47.4
SLV,1991,47.6
SLV,1992,47.6
SLV,1993,47.7
SLV,1994,47.7
SLV,1995,47.7
SLV,1996,47.8
SLV,1997,47.9
SLV,1998,47.9
SLV,1999,47.9
SLV,2000,47.8
SLV,2001,47.5
SLV,2002,47.1
SLV,2003,46.4
SLV,2004,45.5
SLV,2005,44.8
SLV,2006,43.9
SLV,2007,43.3
SLV,2008,43
SLV,2009,42.3
SLV,2010,41.4
SLV,2011,40.6
SLV,2012,40.1
SLV,2013,39.9
SLV,2014,39.2
SLV,2015,38.5
SLV,2016,37.9
SLV,2017,37.3
SLV,2018,37.1
SLV,2019,37.1
SLV,2020,37.1
SLV,2021,37.1
SLV,2022,37.1
SLV,2023,37.2
GNQ,2006,45.5
GNQ,2007,45.4
GNQ,2008,45.3
GNQ,2009,45.2
GNQ,2010,45.1
GNQ,2011,44.9
GNQ,2012,44.8
GNQ,2013,44.7
GNQ,2014,44.6
GNQ,2015,44.4
GNQ,2016,44.3
GNQ,2017,44.2
GNQ,2018,44.1
GNQ,2019,44
GNQ,2020,43.9
GNQ,2021,43.8
GNQ,2022,43.7
EST,1988,26.6
EST,1989,27.1
EST,1990,27.7
EST,1991,28.9
EST,1992,30.2
EST,1993,31.4
EST,1994,32.3
EST,1995,32.8
EST,1996,33.1
EST,1997,33.8
EST,1998,34.4
EST,1999,34.7
EST,2000,35
EST,2001,34.8
EST,2002,34.5
EST,2003,34.5
EST,2004,34
EST,2005,33.3
EST,2006,32.7
EST,2007,31.9
EST,2008,31.4
EST,2009,31.4
EST,2010,31.8
EST,2011,32.2
EST,2012,32.6
EST,2013,33.4
EST,2014,32.9
EST,2015,32.1
EST,2016,31.3
EST,2017,30.6
EST,2018,30.2
EST,2019,30.4
EST,2020,30.6
EST,2021,30.9
EST,2022,31
EST,2023,30.8
EST,2024,30.7
SWZ,1985,50.9
SWZ,1986,51.4
SWZ,1987,52
SWZ,1988,52.6
SWZ,1989,53.2
SWZ,1990,53.8
SWZ,1991,54.3
SWZ,1992,54.9
SWZ,1993,55.5
SWZ,1994,56.1
SWZ,1995,56.4
SWZ,1996,56.7
SWZ,1997,57
SWZ,1998,57.4
SWZ,1999,57.7
SWZ,2000,58
SWZ,2001,58.1
SWZ,2002,58.3
SWZ,2003,58.4
SWZ,2004,58.6
SWZ,2005,58.7
SWZ,2006,58.9
SWZ,2007,59
SWZ,2008,59.1
SWZ,2009,59.3
SWZ,2010,59.4
SWZ,2011,59.6
SWZ,2012,59.7
SWZ,2013,59.8
SWZ,2014,59.9
SWZ,2015,60
SWZ,2016,60.2
ETH,1995,34.9
ETH,1996,34.4
ETH,1997,33.9
ETH,1998,33.4
ETH,1999,33
ETH,2000,32.7
ETH,2001,32.6
ETH,2002,32.5
ETH,2003,32.4
ETH,2004,32.3
ETH,2005,32.4
ETH,2006,32.5
ETH,2007,32.5
ETH,2008,32.6
ETH,2009,32.7
ETH,2010,32.8
ETH,2011,32.8
ETH,2012,32.9
ETH,2013,33
ETH,2014,33.1
ETH,2015,33.2
ETH,2016,33.2
ETH,2017,33.2
ETH,2018,33.2
ETH,2019,33.1
ETH,2020,33.1
ETH,2021,33.1
FJI,1977,42
FJI,1978,42
FJI,1979,42
FJI,1980,42
FJI,1981,42
FJI,1982,42
FJI,1983,42
FJI,1984,42
FJI,1985,42
FJI,1986,42
FJI,1987,42
FJI,1988,42.1
FJI,1989,42.1
FJI,1990,42.1
FJI,1991,42.1
FJI,1992,41.9
FJI,1993,41.8
FJI,1994,41.6
FJI,1995,41.4
FJI,1996,41.3
FJI,1997,41.1
FJI,1998,40.9
FJI,1999,40.7
FJI,2000,40.6
FJI,2001,40.4
FJI,2002,40.2
FJI,2003,39.9
FJI,2004,40
FJI,2005,40
FJI,2006,39.8
FJI,2007,39.5
FJI,2008,39.3
FJI,2009,38.9
FJI,2010,38.7
FJI,2011,38.5
FJI,2012,38.3
FJI,2013,38.1
FJI,2014,37.9
FJI,2015,37.7
FJI,2016,37.5
FJI,2017,37.3
FJI,2018,37.1
FJI,2019,36.9
FIN,1966,25
FIN,1967,24.7
FIN,1968,24.4
FIN,1969,24.1
FIN,1970,23.8
FIN,1971,23.5
FIN,1972,23
FIN,1973,22.6
FIN,1974,22.1
FIN,1975,21.7
FIN,1976,21.2
FIN,1977,21.3
FIN,1978,21.4
FIN,1979,21.4
FIN,1980,21.5
FIN,1981,20.9
FIN,1982,20.8
FIN,1983,20.7
FIN,1984,20.7
FIN,1985,20.6
FIN,1986,20.5
FIN,1987,20.7
FIN,1988,20.8
FIN,1989,21
FIN,1990,21
FIN,1991,21
FIN,1992,21.4
FIN,1993,21.9
FIN,1994,22.1
FIN,1995,22.1
FIN,1996,22.9
FIN,1997,23.6
FIN,1998,24.1
FIN,1999,24.6
FIN,2000,25
FIN,2001,24.9
FIN,2002,24.9
FIN,2003,25.1
FIN,2004,25.4
FIN,2005,25.4
FIN,2006,25.6
FIN,2007,25.7
FIN,2008,25.3
FIN,2009,25.1
FIN,2010,25.6
FIN,2011,25.5
FIN,2012,25.3
FIN,2013,25.6
FIN,2014,25.3
FIN,2015,25.5
FIN,2016,25.7
FIN,2017,25.9
FIN,2018,26
FIN,2019,26.2
FIN,2020,26
FIN,2021,26.3
FIN,2022,26.3
FIN,2023,26.2
FRA,1962,27.4
FRA,1963,28.4
FRA,1964,29.3
FRA,1965,30.2
FRA,1966,30.9
FRA,1967,31.6
FRA,1968,32.3
FRA,1969,33.1
FRA,1970,33.7
FRA,1971,33.5
FRA,1972,33.2
FRA,1973,32.9
FRA,1974,32.6
FRA,1975,32.3
FRA,1976,31.8
FRA,1977,31.3
FRA,1978,30.8
FRA,1979,30.3
FRA,1980,30.2
FRA,1981,30.2
FRA,1982,30.1
FRA,1983,30.1
FRA,1984,30
FRA,1985,30
FRA,1986,30
FRA,1987,30
FRA,1988,30
FRA,1989,30
FRA,1990,29.1
FRA,1991,29
FRA,1992,29
FRA,1993,28.9
FRA,1994,28.8
FRA,1995,28.7
FRA,1996,28.6
FRA,1997,28.5
FRA,1998,28.3
FRA,1999,29
FRA,2000,29.3
FRA,2001,29.2
FRA,2002,29
FRA,2003,28.8
FRA,2004,29
FRA,2005,29.4
FRA,2006,29.7
FRA,2007,29.8
FRA,2008,29.9
FRA,2009,30.1
FRA,2010,30.7
FRA,2011,31.1
FRA,2012,30.9
FRA,2013,30.1
FRA,2014,29.9
FRA,2015,29.9
FRA,2016,29.7
FRA,2017,29.8
FRA,2018,30.1
FRA,2019,29.8
FRA,2020,29.3
FRA,2021,30
FRA,2022,29.9
FRA,2023,29.9
GAB,2005,41
GAB,2006,41
GAB,2007,41
GAB,2008,40.9
GAB,2009,40.9
GAB,2010,40.9
GAB,2011,40.8
GAB,2012,40.8
GAB,2013,40.8
GAB,2014,40.7
GAB,2015,40.7
GAB,2016,40.7
GAB,2017,40.6
GMB,1992,45.7
GMB,1993,45.7
GMB,1994,45.7
GMB,1995,45.7
GMB,1996,45.7
GMB,1997,45.7
GMB,1998,45.7
GMB,1999,45.6
GMB,2000,45.4
GMB,2001,45.3
GMB,2002,45.1
GMB,2003,44.9
GMB,2004,44.6
GMB,2005,44.3
GMB,2006,44
GMB,2007,43.6
GMB,2008,43.3
GMB,2009,43
GMB,2010,42.6
GMB,2011,42.3
GMB,2012,41.9
GMB,2013,41.5
GMB,2014,41.1
GMB,2015,40.8
GMB,2016,40.6
GMB,2017,40.6
GMB,2018,40.6
GMB,2019,40.5
GMB,2020,40.5
GEO,1988,30.6
GEO,1989,30.7
GEO,1990,31.2
GEO,1991,32.2
GEO,1992,33.1
GEO,1993,34
GEO,1994,35
GEO,1995,35.9
GEO,1996,36.9
GEO,1997,37.9
GEO,1998,38.8
GEO,1999,39.1
GEO,2000,39.3
GEO,2001,39.4
GEO,2002,39.2
GEO,2003,39.3
GEO,2004,39.5
GEO,2005,39.9
GEO,2006,40.3
GEO,2007,40.9
GEO,2008,41.6
GEO,2009,42.3
GEO,2010,42.4
GEO,2011,42
GEO,2012,41.2
GEO,2013,40.5
GEO,2014,39.8
GEO,2015,39.4
GEO,2016,39
GEO,2017,38.6
GEO,2018,37.8
GEO,2019,37.2
GEO,2020,36.4
GEO,2021,35.7
GEO,2022,35.4
GEO,2023,35.5
GEO,2024,35.4
DEU,1960,27.2
DEU,1961,27.6
DEU,1962,27.9
DEU,1963,28.3
DEU,1964,28.6
DEU,1965,28.7
DEU,1966,28.8
DEU,1967,29
DEU,1968,29.1
DEU,1969,28.9
DEU,1970,28.8
DEU,1971,28.3
DEU,1972,27.9
DEU,1973,27.4
DEU,1974,28.1
DEU,1975,27.9
DEU,1976,27.4
DEU,1977,26.9
DEU,1978,26.4
DEU,1979,26.5
DEU,1980,26.7
DEU,1981,26.5
DEU,1982,26.2
DEU,1983,26
DEU,1984,25.7
DEU,1985,25.4
DEU,1986,25
DEU,1987,25.2
DEU,1988,25.3
DEU,1989,25.6
DEU,1990,25.8
DEU,1991,26.2
DEU,1992,26.1
DEU,1993,25.8
DEU,1994,25.8
DEU,1995,25.6
DEU,1996,25.3
DEU,1997,25.2
DEU,1998,25.4
DEU,1999,25.9
DEU,2000,26.1
DEU,2001,26.7
DEU,2002,26.9
DEU,2003,27
DEU,2004,27.3
DEU,2005,28.2
DEU,2006,28.5
DEU,2007,28.6
DEU,2008,28.5
DEU,2009,28.5
DEU,2010,28.6
DEU,2011,28.7
DEU,2012,28.9
DEU,2013,29.1
DEU,2014,29
DEU,2015,29.2
DEU,2016,29.4
DEU,2017,29.6
DEU,2018,30
DEU,2019,30.3
DEU,2020,30.6
DEU,2021,31
DEU,2022,31
DEU,2023,30.9
GHA,1987,39
GHA,1988,39.1
GHA,1989,39.3
GHA,1990,39.5
GHA,1991,39.7
GHA,1992,39.9
GHA,1993,40.1
GHA,1994,40.3
GHA,1995,40.5
GHA,1996,40.7
GHA,1997,40.9
GHA,1998,41.2
GHA,1999,41.3
GHA,2000,41.6
GHA,2001,41.8
GHA,2002,42.1
GHA,2003,42.3
GHA,2004,42.6
GHA,2005,42.8
GHA,2006,42.9
GHA,2007,43.1
GHA,2008,43.2
GHA,2009,43.3
GHA,2010,43.4
GHA,2011,43.5
GHA,2012,43.6
GHA,2013,43.8
GHA,2014,43.8
GHA,2015,43.8
GHA,2016,43.9
GRC,1974,39.8
GRC,1975,39.3
GRC,1976,38.7
GRC,1977,38.1
GRC,1978,37.6
GRC,1979,37
GRC,1980,36.4
GRC,1981,35.9
GRC,1982,35.3
GRC,1983,35
GRC,1984,34.6
GRC,1985,34.3
GRC,1986,33.9
GRC,1987,33.7
GRC,1988,33.5
GRC,1989,33.6
GRC,1990,33.7
GRC,1991,33.7
GRC,1992,33.8
GRC,1993,33.9
GRC,1994,33.9
GRC,1995,34.3
GRC,1996,34.3
GRC,1997,34.2
GRC,1998,34.2
GRC,1999,34.1
GRC,2000,33.9
GRC,2001,33.7
GRC,2002,33.5
GRC,2003,33
GRC,2004,33.1
GRC,2005,33.2
GRC,2006,33
GRC,2007,32.7
GRC,2008,32.7
GRC,2009,32.6
GRC,2010,32.6
GRC,2011,32.8
GRC,2012,33
GRC,2013,33.3
GRC,2014,33.3
GRC,2015,33.3
GRC,2016,32.7
GRC,2017,31.9
GRC,2018,31
GRC,2019,31
GRC,2020,31.2
GRC,2021,31.1
GRC,2022,31.1
GRC,2023,31.1
GRL,2002,34.6
GRL,2003,34.6
GRL,2004,34.6
GRL,2005,34.5
GRL,2006,34.6
GRL,2007,34.6
GRL,2008,34.6
GRL,2009,34.7
GRL,2010,34.7
GRL,2011,34.8
GRL,2012,34.9
GRL,2013,35
GRL,2014,35.1
GRL,2015,35.2
GRL,2016,35.2
GRL,2017,35.2
GRL,2018,35.1
GRL,2019,35.1
GRL,2020,35
GRL,2021,35
GRL,2022,34.9
GRL,2023,34.9
GRL,2024,34.9
GRD,1998,47.5
GRD,1999,47.4
GRD,2000,47.3
GRD,2001,47.2
GRD,2002,47.1
GRD,2003,47
GRD,2004,46.9
GRD,2005,46.8
GRD,2006,46.7
GRD,2007,46.6
GRD,2008,46.5
GRD,2009,46.5
GRD,2010,46.6
GRD,2011,46.6
GRD,2012,46.7
GRD,2013,46.7
GRD,2014,46.8
GRD,2015,46.8
GRD,2016,46.9
GRD,2017,46.9
GRD,2018,47
GTM,1981,49.5
GTM,1982,49.6
GTM,1983,49.8
GTM,1984,49.9
GTM,1985,50
GTM,1986,50.1
GTM,1987,50.3
GTM,1988,50.5
GTM,1989,50.7
GTM,1990,50.6
GTM,1991,50.6
GTM,1992,50.6
GTM,1993,50.6
GTM,1994,50.5
GTM,1995,50.5
GTM,1996,50.5
GTM,1997,50.4
GTM,1998,50.4
GTM,1999,50.5
GTM,2000,50.6
GTM,2001,50.5
GTM,2002,50.4
GTM,2003,49.5
GTM,2004,48.4
GTM,2005,48.3
GTM,2006,48.2
GTM,2007,47.9
GTM,2008,47.6
GTM,2009,47.4
GTM,2010,47.1
GTM,2011,46.7
GTM,2012,45.9
GTM,2013,45
GTM,2014,44.1
GTM,2015,43.9
GTM,2016,43.7
GTM,2017,43.5
GTM,2018,43.2
GTM,2019,43
GTM,2020,42.8
GTM,2021,42.5
GTM,2022,42.3
GTM,2023,42.1
GIN,1991,43.8
GIN,1992,43.8
GIN,1993,43.8
GIN,1994,43.9
GIN,1995,43.7
GIN,1996,43.4
GIN,1997,43.2
GIN,1998,42.9
GIN,1999,42.6
GIN,2000,42.4
GIN,2001,42.1
GIN,2002,41.8
GIN,2003,41.3
GIN,2004,40.8
GIN,2005,40.3
GIN,2006,39.8
GIN,2007,39.3
GIN,2008,38.9
GIN,2009,38.5
GIN,2010,38.1
GIN,2011,37.7
GIN,2012,37.3
GIN,2013,37
GIN,2014,36.9
GIN,2015,36.6
GIN,2016,36.4
GIN,2017,36.2
GIN,2018,36
GNB,1991,43.7
GNB,1992,43.5
GNB,1993,43.4
GNB,1994,43.1
GNB,1995,42.9
GNB,1996,42.6
GNB,1997,42.4
GNB,1998,42.2
GNB,1999,41.9
GNB,2000,41.7
GNB,2001,41.5
GNB,2002,41.3
GNB,2003,41.5
GNB,2004,41.7
GNB,2005,41.9
GNB,2006,42.1
GNB,2007,42.4
GNB,2008,42.6
GNB,2009,42.9
GNB,2010,43.2
GNB,2011,42.8
GNB,2012,42.5
GNB,2013,42.2
GNB,2014,41.8
GNB,2015,41.5
GNB,2016,41.1
GNB,2017,40.8
GNB,2018,40.5
GNB,2019,40.3
GNB,2020,40.1
GNB,2021,40
GUY,1992,44.6
GUY,1993,44.9
GUY,1994,45.1
GUY,1995,45.2
GUY,1996,45.3
GUY,1997,45.5
GUY,1998,45.6
GUY,1999,45.8
GUY,2000,46
GUY,2001,46.2
GUY,2002,46.4
GUY,2003,46.6
GUY,2004,46.7
GUY,2005,46.9
GUY,2006,47.1
GUY,2007,47.3
HTI,2001,53.6
HTI,2002,53.6
HTI,2003,53.7
HTI,2004,53.8
HTI,2005,53.8
HTI,2006,53.9
HTI,2007,53.9
HTI,2008,54
HTI,2009,54.1
HTI,2010,54.1
HTI,2011,54.2
HTI,2012,54.3
HND,1988,50.4
HND,1989,50.6
HND,1990,50.8
HND,1991,50.8
HND,1992,51
HND,1993,51.2
HND,1994,51.3
HND,1995,51.5
HND,1996,51.6
HND,1997,51.8
HND,1998,52
HND,1999,52.1
HND,2000,52.2
HND,2001,52.4
HND,2002,52.7
HND,2003,53.1
HND,2004,53.3
HND,2005,53.3
HND,2006,52.8
HND,2007,52
HND,2008,51.2
HND,2009,50.1
HND,2010,49.7
HND,2011,49.2
HND,2012,48.7
HND,2013,47.8
HND,2014,47.1
HND,2015,46.6
HND,2016,46.3
HND,2017,46.1
HND,2018,45.8
HND,2019,45.5
HND,2020,45.3
HND,2021,45.1
HND,2022,44.7
HND,2023,44.4
HND,2024,44.3
HKG,1964,36.6
HKG,1965,36.6
HKG,1966,36.6
HKG,1967,36.6
HKG,1968,36.6
HKG,1969,36.6
HKG,1970,36.6
HKG,1971,36.6
HKG,1972,36.6
HKG,1973,36.6
HKG,1974,36.6
HKG,1975,36.7
HKG,1976,36.8
HKG,1977,36.9
HKG,1978,36.9
HKG,1979,37
HKG,1980,37.1
HKG,1981,37.2
HKG,1982,37.3
HKG,1983,37.4
HKG,1984,37.5
HKG,1985,37.7
HKG,1986,37.8
HKG,1987,37.9
HKG,1988,38.1
HKG,1989,38.3
HKG,1990,38.4
HKG,1991,38.6
HKG,1992,38.8
HKG,1993,38.9
HKG,1994,39
HKG,1995,39.2
HKG,1996,39.4
HKG,1997,39.5
HKG,1998,39.5
HKG,1999,39.6
HKG,2000,39.7
HKG,2001,39.8
HKG,2002,39.9
HKG,2003,39.9
HKG,2004,40
HKG,2005,40
HKG,2006,40.1
HKG,2007,40.2
HKG,2008,40.2
HKG,2009,40.2
HKG,2010,40.2
HKG,2011,40.3
HKG,2012,40.3
HKG,2013,40.3
HKG,2014,40.2
HKG,2015,40.2
HKG,2016,40.2
HKG,2017,40.2
HKG,2018,40.1
HKG,2019,40.1
HKG,2020,40
HKG,2021,40
HUN,1962,24.8
HUN,1963,24.5
HUN,1964,24.2
HUN,1965,23.9
HUN,1966,23.6
HUN,1967,23.3
HUN,1968,23.2
HUN,1969,23.1
HUN,1970,22.9
HUN,1971,22.7
HUN,1972,22.6
HUN,1973,22.5
HUN,1974,22.3
HUN,1975,22.1
HUN,1976,22
HUN,1977,21.8
HUN,1978,21.7
HUN,1979,21.7
HUN,1980,21.7
HUN,1981,21.6
HUN,1982,21.6
HUN,1983,21.7
HUN,1984,21.8
HUN,1985,21.9
HUN,1986,22
HUN,1987,22.2
HUN,1988,22.5
HUN,1989,23.1
HUN,1990,24.5
HUN,1991,25.8
HUN,1992,26.5
HUN,1993,26.8
HUN,1994,28.1
HUN,1995,28.1
HUN,1996,28.1
HUN,1997,28
HUN,1998,28
HUN,1999,28.1
HUN,2000,28
HUN,2001,27.9
HUN,2002,27.7
HUN,2003,28.3
HUN,2004,28.3
HUN,2005,27.9
HUN,2006,27.4
HUN,2007,27
HUN,2008,26.6
HUN,2009,26.8
HUN,2010,26.8
HUN,2011,27.1
HUN,2012,27.5
HUN,2013,27.6
HUN,2014,27.4
HUN,2015,27.2
HUN,2016,27.2
HUN,2017,27.2
HUN,2018,27
HUN,2019,26.9
HUN,2020,26.4
HUN,2021,26.3
HUN,2022,26.4
HUN,2023,26.5
ISL,1992,23.8
ISL,1993,23.5
ISL,1994,23.4
ISL,1995,23.7
ISL,1996,24.2
ISL,1997,24.7
ISL,1998,25.2
ISL,1999,25.9
ISL,2000,26.4
ISL,2001,26.9
ISL,2002,27
ISL,2003,26.8
ISL,2004,27.3
ISL,2005,28
ISL,2006,28.5
ISL,2007,28.6
ISL,2008,28.4
ISL,2009,27.5
ISL,2010,26.7
ISL,2011,26.1
ISL,2012,25.9
ISL,2013,25.7
ISL,2014,26
ISL,2015,26
ISL,2016,25.8
ISL,2017,25.5
ISL,2018,25.3
ISL,2019,25.3
IND,1971,40.2
IND,1972,40.3
IND,1973,40.3
IND,1974,40
IND,1975,39.7
IND,1976,39.4
IND,1977,39.3
IND,1978,39.4
IND,1979,39.2
IND,1980,38.9
IND,1981,38.7
IND,1982,38.5
IND,1983,38.7
IND,1984,38.9
IND,1985,39.2
IND,1986,39.4
IND,1987,39.7
IND,1988,40
IND,1989,40.2
IND,1990,40.3
IND,1991,40.5
IND,1992,40.9
IND,1993,41.2
IND,1994,41.5
IND,1995,41.8
IND,1996,41.9
IND,1997,42.3
IND,1998,42.5
IND,1999,42.8
IND,2000,43
IND,2001,44.1
IND,2002,45.1
IND,2003,46.3
IND,2004,47.6
IND,2005,47.2
IND,2006,47.4
IND,2007,47.6
IND,2008,47.8
IND,2009,48
IND,2010,48.2
IND,2011,48.9
IND,2012,48
IND,2013,47.9
IND,2014,47.9
IND,2015,47.9
IND,2016,47.8
IND,2017,47.7
IND,2018,47.6
IND,2019,47.4
IND,2020,47.2
IND,2021,47
IND,2022,46.8
IDN,1965,41.7
IDN,1966,41.7
IDN,1967,41.8
IDN,1968,41.8
IDN,1969,41.8
IDN,1970,41.9
IDN,1971,41.9
IDN,1972,42
IDN,1973,42.1
IDN,1974,42.1
IDN,1975,42.2
IDN,1976,42.2
IDN,1977,42.3
IDN,1978,42.4
IDN,1979,42.2
IDN,1980,41.9
IDN,1981,41.6
IDN,1982,41.4
IDN,1983,41.1
IDN,1984,40.8
IDN,1985,40.7
IDN,1986,40.7
IDN,1987,40.7
IDN,1988,40.9
IDN,1989,41.2
IDN,1990,41.4
IDN,1991,41.7
IDN,1992,41.9
IDN,1993,42.1
IDN,1994,42.2
IDN,1995,42.2
IDN,1996,42.4
IDN,1997,41.9
