outcome,component,event_time,att,se,ci_lower,ci_upper,ci_crosses_zero,period
GDP_per_capita_growth,fraser_FreeTrade,-25,-0.29245019286700885,1.4730876992167963,-3.179702083331929,2.594801697597912,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-24,-0.3292162112762446,1.1964112750438873,-2.674182310362264,2.0157498878097746,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-23,1.808391397020799,0.9622624720039903,-0.07764304810702205,3.69442584214862,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-22,1.017713104852371,2.347309301324245,-3.5830131257431495,5.618439335447891,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-21,-1.655178970029824,1.3058271724298258,-4.214600227992283,0.9042422879326344,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-20,0.36368846086535533,1.091462518291298,-1.7755780749855887,2.5029549967162996,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-19,0.24083053138645302,0.8099187786496745,-1.346610274766909,1.828271337539815,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-18,0.16704304335275433,0.9097623052589588,-1.616091074954805,1.9501771616603136,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-17,-0.8166225340219572,0.6571310797132476,-2.1045994502599226,0.4713543822160081,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-16,-0.00544014561165701,0.6449392675499216,-1.2695211100095034,1.2586408187861893,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-15,0.7389688616041928,0.5787849088422569,-0.39544955972663065,1.8733872829350164,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-14,-0.5579905768790764,0.40361177658820124,-1.3490696589919509,0.2330885052337981,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-13,0.6836776668927865,0.5148043809862534,-0.32533891984026997,1.692694253625843,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-12,0.06102373825102439,0.6204845088605867,-1.1551258991157256,1.2771733756177743,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-11,-0.10253471526562767,0.4847458819950855,-1.0526366439759953,0.84756721344474,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-10,-0.3309531140860166,0.48846355642044786,-1.2883416846700944,0.6264354564980612,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-9,-1.3637180107686162,1.2515514990482042,-3.816758948903096,1.0893229273658638,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-8,2.2177707473828834,2.1142272463623404,-1.9261146554873037,6.36165615025307,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-7,-1.1204413316734698,1.3885463283271329,-3.8419921351946504,1.6011094718477106,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-6,0.21688890864244198,0.39707386442031356,-0.5613758656213725,0.9951536829062566,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-5,-0.15211500785439402,0.48779987971544725,-1.1082027720966705,0.8039727563878826,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-4,0.41059824243247206,0.42170376059421527,-0.4159411283321898,1.237137613197134,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-3,0.1673420273759602,0.5172704249020967,-0.8465080054321492,1.1811920601840697,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-2,-0.6341474647197028,0.6660274990799515,-1.939561362916408,0.6712664334770021,TRUE,pre_treatment
GDP_per_capita_growth,fraser_FreeTrade,-1,0.5088511938040193,1.0291729622877759,-1.5083278122800214,2.5260301998880603,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-22,-1.078770117553151,1.044240311329284,-3.1254811277585475,0.9679408926522457,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-21,2.932395805498018,1.932891100833679,-0.8560707521359929,6.72086236313203,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-20,-3.3375804465913923,2.5511794718800935,-8.337892211476376,1.6627313182935906,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-19,3.0769265605652985,0.5618395586005673,1.9757210257081865,4.17813209542241,FALSE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-18,-2.173794397186147,3.0758455767807766,-8.202451727676468,3.854862933304175,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-17,2.227769714731491,3.2781471187520936,-4.197398638022612,8.652938067485595,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-16,4.032599590617346,1.6319136228762017,0.8340488897799911,7.231150291454702,FALSE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-15,-0.6395174281369098,1.1857397202401503,-2.963567279807604,1.6845324235337846,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-14,0.08842900365239596,1.1653702157897246,-2.195696619295464,2.3725546266002557,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-13,-0.7341554161462311,2.4170528990141653,-5.471579098213995,4.003268265921532,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-12,3.5030914040327175,5.798357656159364,-7.861689602039636,14.867872410105072,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-11,-4.192050578927066,2.3765957017393684,-8.850178154336227,0.4660769964820952,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-10,-0.3702777034343196,0.9952007880309177,-2.3208712479749183,1.580315841106279,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-9,-0.8023557014897637,0.787271703327786,-2.3454082400122243,0.7406968370326968,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-8,-0.13836155843840442,0.7365951886601144,-1.5820881282122286,1.3053650113354198,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-7,1.481839337102046,1.3075911202550774,-1.0810392585979056,4.044717932801998,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-6,-1.4669634300217198,0.9614134948342334,-3.351333879896817,0.4174070198533777,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-5,0.6047479861411895,0.6736909015005421,-0.7156861807998729,1.925182153082252,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-4,-0.5711313368953453,0.4203720061043532,-1.3950604688598776,0.252797795069187,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-3,0.2278701926524997,0.41294671762857077,-0.5815053738994991,1.0372457592044984,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-2,-0.12094583462583315,0.4725545088470516,-1.0471526719660542,0.8052610027143879,TRUE,pre_treatment
GDP_per_capita_growth,fraser_LegalSystem,-1,-0.14081032572025187,0.6897910827638316,-1.492800847937362,1.211180196496858,TRUE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-25,-4.031780415956484,1.1273919985300558,-6.2414687330753935,-1.8220920988375746,FALSE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-24,6.108945543236456,1.3995894163266038,3.3657502872363128,8.852140799236599,FALSE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-23,2.3707704683274042,0.5092026061499205,1.37273336027356,3.3688075763812484,FALSE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-22,-3.3370825917184783,0.6225868536221985,-4.557352824817987,-2.1168123586189695,FALSE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-21,-0.6180792546434863,1.03978115092039,-2.6560503104474504,1.419891801160478,TRUE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-20,0.34301089730908724,1.0243527151622147,-1.6647204244088536,2.350742219027028,TRUE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-19,1.1873013674464183,1.8643403196714017,-2.466805659109529,4.841408394002366,TRUE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-18,1.6787572861611733,2.175736345796278,-2.5856859515995314,5.9432005239218775,TRUE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-17,-1.112298590825636,2.046845053550477,-5.124114895784571,2.899517714133299,TRUE,pre_treatment
GDP_per_capita_growth,fraser_Regulation,-16,-0.3066028755656195,0.6598041101387776,-1.5998189314376234,0.9866131803063846,TRUE,pre_treatment
