sd_mult_shock,policy_component,ISO3,first_treat_year
1.5,heritage_Government.Integrity,AUS,1997
1.5,heritage_Government.Integrity,AZE,1998
1.5,heritage_Government.Integrity,BFA,2002
1.5,heritage_Government.Integrity,BGD,1998
1.5,heritage_Government.Integrity,BGR,2020
1.5,heritage_Government.Integrity,BHR,2021
1.5,heritage_Government.Integrity,BHS,2013
1.5,heritage_Government.Integrity,BIH,2005
1.5,heritage_Government.Integrity,BLR,2000
1.5,heritage_Government.Integrity,BLZ,2017
1.5,heritage_Government.Integrity,BOL,1996
1.5,heritage_Government.Integrity,BRA,2020
1.5,heritage_Government.Integrity,BRB,1997
1.5,heritage_Government.Integrity,BRN,2022
1.5,heritage_Government.Integrity,BTN,2022
1.5,heritage_Government.Integrity,BWA,1996
1.5,heritage_Government.Integrity,CHL,1997
1.5,heritage_Government.Integrity,CMR,1998
1.5,heritage_Government.Integrity,COG,2005
1.5,heritage_Government.Integrity,COL,1997
1.5,heritage_Government.Integrity,CPV,2008
1.5,heritage_Government.Integrity,CRI,1999
1.5,heritage_Government.Integrity,CUB,2005
1.5,heritage_Government.Integrity,CYP,2002
1.5,heritage_Government.Integrity,CZE,2020
1.5,heritage_Government.Integrity,DMA,2018
1.5,heritage_Government.Integrity,ECU,1996
1.5,heritage_Government.Integrity,EGY,1996
1.5,heritage_Government.Integrity,ERI,2017
1.5,heritage_Government.Integrity,ESP,1999
1.5,heritage_Government.Integrity,EST,1998
1.5,heritage_Government.Integrity,FJI,2007
1.5,heritage_Government.Integrity,FRA,2020
1.5,heritage_Government.Integrity,FSM,2017
1.5,heritage_Government.Integrity,GEO,2001
1.5,heritage_Government.Integrity,GHA,2022
1.5,heritage_Government.Integrity,GIN,1998
1.5,heritage_Government.Integrity,GMB,2005
1.5,heritage_Government.Integrity,GNB,2009
1.5,heritage_Government.Integrity,GNQ,2007
1.5,heritage_Government.Integrity,GRC,1998
1.5,heritage_Government.Integrity,GUY,1996
1.5,heritage_Government.Integrity,HND,2003
1.5,heritage_Government.Integrity,HRV,1997
1.5,heritage_Government.Integrity,HTI,2004
1.5,heritage_Government.Integrity,HUN,2020
1.5,heritage_Government.Integrity,IDN,1997
1.5,heritage_Government.Integrity,IND,1997
1.5,heritage_Government.Integrity,IRL,1997
1.5,heritage_Government.Integrity,IRN,2005
1.5,heritage_Government.Integrity,ISR,1998
1.5,heritage_Government.Integrity,ITA,1996
1.5,heritage_Government.Integrity,JOR,1998
1.5,heritage_Government.Integrity,JPN,2017
1.5,heritage_Government.Integrity,KAZ,2001
1.5,heritage_Government.Integrity,KHM,2007
1.5,heritage_Government.Integrity,KIR,2017
1.5,heritage_Government.Integrity,KOR,2017
1.5,heritage_Government.Integrity,KWT,2020
1.5,heritage_Government.Integrity,LAO,2007
1.5,heritage_Government.Integrity,LBN,2005
1.5,heritage_Government.Integrity,LBY,2005
1.5,heritage_Government.Integrity,LCA,2018
1.5,heritage_Government.Integrity,LKA,1997
1.5,heritage_Government.Integrity,LSO,2015
1.5,heritage_Government.Integrity,LTU,2017
1.5,heritage_Government.Integrity,LVA,2015
1.5,heritage_Government.Integrity,MDA,1996
1.5,heritage_Government.Integrity,MDG,1996
1.5,heritage_Government.Integrity,MDV,2017
1.5,heritage_Government.Integrity,MEX,2020
1.5,heritage_Government.Integrity,MLI,2005
1.5,heritage_Government.Integrity,MLT,1997
1.5,heritage_Government.Integrity,MMR,2015
1.5,heritage_Government.Integrity,MNG,2015
1.5,heritage_Government.Integrity,MOZ,2001
1.5,heritage_Government.Integrity,MUS,2008
1.5,heritage_Government.Integrity,MWI,2000
1.5,heritage_Government.Integrity,NER,2006
1.5,heritage_Government.Integrity,NGA,1999
1.5,heritage_Government.Integrity,NIC,2000
1.5,heritage_Government.Integrity,NPL,2006
1.5,heritage_Government.Integrity,OMN,2020
1.5,heritage_Government.Integrity,PAK,1996
1.5,heritage_Government.Integrity,PER,1996
1.5,heritage_Government.Integrity,PHL,1996
1.5,heritage_Government.Integrity,POL,1996
1.5,heritage_Government.Integrity,PRK,2018
1.5,heritage_Government.Integrity,PRT,1998
1.5,heritage_Government.Integrity,PRY,2017
1.5,heritage_Government.Integrity,QAT,2018
1.5,heritage_Government.Integrity,ROU,1996
1.5,heritage_Government.Integrity,RUS,1996
1.5,heritage_Government.Integrity,RWA,2007
1.5,heritage_Government.Integrity,SEN,2015
1.5,heritage_Government.Integrity,SLB,2017
1.5,heritage_Government.Integrity,SLE,2005
1.5,heritage_Government.Integrity,SLV,2020
1.5,heritage_Government.Integrity,STP,2015
1.5,heritage_Government.Integrity,SUR,2006
1.5,heritage_Government.Integrity,SVK,2020
1.5,heritage_Government.Integrity,SVN,1997
1.5,heritage_Government.Integrity,SYC,2020
1.5,heritage_Government.Integrity,SYR,2005
1.5,heritage_Government.Integrity,TGO,2007
1.5,heritage_Government.Integrity,TJK,2017
1.5,heritage_Government.Integrity,TKM,2006
1.5,heritage_Government.Integrity,TON,2017
1.5,heritage_Government.Integrity,TUR,1997
1.5,heritage_Government.Integrity,UKR,1996
1.5,heritage_Government.Integrity,UZB,2017
1.5,heritage_Government.Integrity,VCT,2022
1.5,heritage_Government.Integrity,VEN,1997
1.5,heritage_Government.Integrity,VNM,1999
1.5,heritage_Government.Integrity,VUT,2017
1.5,heritage_Government.Integrity,WSM,2016
1.5,heritage_Government.Integrity,XKX,2017
1.5,heritage_Government.Integrity,YEM,2005
1.5,heritage_Government.Integrity,ZMB,1996
1.5,heritage_Government.Integrity,ZWE,2000
1.5,heritage_Judicial.Effectiveness,ALB,2022
1.5,heritage_Judicial.Effectiveness,AZE,2019
1.5,heritage_Judicial.Effectiveness,BEL,2022
1.5,heritage_Judicial.Effectiveness,BEN,2022
1.5,heritage_Judicial.Effectiveness,BFA,2018
1.5,heritage_Judicial.Effectiveness,BGR,2022
1.5,heritage_Judicial.Effectiveness,BHR,2021
1.5,heritage_Judicial.Effectiveness,BHS,2022
1.5,heritage_Judicial.Effectiveness,BLZ,2022
1.5,heritage_Judicial.Effectiveness,BOL,2022
1.5,heritage_Judicial.Effectiveness,BRB,2018
1.5,heritage_Judicial.Effectiveness,BRN,2018
1.5,heritage_Judicial.Effectiveness,BWA,2022
1.5,heritage_Judicial.Effectiveness,CAN,2022
1.5,heritage_Judicial.Effectiveness,CHE,2022
1.5,heritage_Judicial.Effectiveness,CHL,2022
1.5,heritage_Judicial.Effectiveness,COL,2022
1.5,heritage_Judicial.Effectiveness,CPV,2022
1.5,heritage_Judicial.Effectiveness,CRI,2022
1.5,heritage_Judicial.Effectiveness,CYP,2022
1.5,heritage_Judicial.Effectiveness,CZE,2022
1.5,heritage_Judicial.Effectiveness,DEU,2022
1.5,heritage_Judicial.Effectiveness,DMA,2022
1.5,heritage_Judicial.Effectiveness,DOM,2022
1.5,heritage_Judicial.Effectiveness,ECU,2022
1.5,heritage_Judicial.Effectiveness,FIN,2022
1.5,heritage_Judicial.Effectiveness,FRA,2022
1.5,heritage_Judicial.Effectiveness,FSM,2022
1.5,heritage_Judicial.Effectiveness,GHA,2022
1.5,heritage_Judicial.Effectiveness,GRC,2022
1.5,heritage_Judicial.Effectiveness,HRV,2022
1.5,heritage_Judicial.Effectiveness,HTI,2018
1.5,heritage_Judicial.Effectiveness,IRL,2022
1.5,heritage_Judicial.Effectiveness,ISL,2022
1.5,heritage_Judicial.Effectiveness,ITA,2022
1.5,heritage_Judicial.Effectiveness,JAM,2022
1.5,heritage_Judicial.Effectiveness,JPN,2022
1.5,heritage_Judicial.Effectiveness,KIR,2022
1.5,heritage_Judicial.Effectiveness,LUX,2022
1.5,heritage_Judicial.Effectiveness,LVA,2022
1.5,heritage_Judicial.Effectiveness,MLT,2022
1.5,heritage_Judicial.Effectiveness,MNG,2022
1.5,heritage_Judicial.Effectiveness,MOZ,2022
1.5,heritage_Judicial.Effectiveness,NLD,2022
1.5,heritage_Judicial.Effectiveness,NZL,2022
1.5,heritage_Judicial.Effectiveness,PAN,2022
1.5,heritage_Judicial.Effectiveness,PER,2022
1.5,heritage_Judicial.Effectiveness,PRT,2022
1.5,heritage_Judicial.Effectiveness,SLB,2018
1.5,heritage_Judicial.Effectiveness,STP,2022
1.5,heritage_Judicial.Effectiveness,SUR,2022
1.5,heritage_Judicial.Effectiveness,SVK,2022
1.5,heritage_Judicial.Effectiveness,SVN,2022
1.5,heritage_Judicial.Effectiveness,SWE,2022
1.5,heritage_Judicial.Effectiveness,TKM,2019
1.5,heritage_Judicial.Effectiveness,TLS,2022
1.5,heritage_Judicial.Effectiveness,TON,2022
1.5,heritage_Judicial.Effectiveness,UZB,2021
1.5,heritage_Judicial.Effectiveness,VUT,2022
1.5,heritage_Judicial.Effectiveness,WSM,2018
1.5,heritage_Judicial.Effectiveness,ZAF,2021
1.5,heritage_Judicial.Effectiveness,ZMB,2022
1.5,heritage_Tax.Burden,AGO,1998
1.5,heritage_Tax.Burden,ALB,2007
1.5,heritage_Tax.Burden,ARM,2002
1.5,heritage_Tax.Burden,AUT,2006
1.5,heritage_Tax.Burden,AZE,1997
1.5,heritage_Tax.Burden,BEL,2004
1.5,heritage_Tax.Burden,BEN,2006
1.5,heritage_Tax.Burden,BFA,2003
1.5,heritage_Tax.Burden,BGD,1996
1.5,heritage_Tax.Burden,BGR,1999
1.5,heritage_Tax.Burden,BIH,2010
1.5,heritage_Tax.Burden,BLR,2000
1.5,heritage_Tax.Burden,BLZ,2001
1.5,heritage_Tax.Burden,BRA,1997
1.5,heritage_Tax.Burden,BRB,2006
1.5,heritage_Tax.Burden,BWA,1996
1.5,heritage_Tax.Burden,CAF,2007
1.5,heritage_Tax.Burden,CAN,2002
1.5,heritage_Tax.Burden,CHL,1996
1.5,heritage_Tax.Burden,CIV,2009
1.5,heritage_Tax.Burden,CMR,2005
1.5,heritage_Tax.Burden,COG,2007
1.5,heritage_Tax.Burden,CPV,2005
1.5,heritage_Tax.Burden,CUB,2007
1.5,heritage_Tax.Burden,CYP,2004
1.5,heritage_Tax.Burden,CZE,1997
1.5,heritage_Tax.Burden,DEU,1996
1.5,heritage_Tax.Burden,DJI,2019
1.5,heritage_Tax.Burden,DNK,2011
1.5,heritage_Tax.Burden,DZA,2000
1.5,heritage_Tax.Burden,ECU,1998
1.5,heritage_Tax.Burden,EGY,1996
1.5,heritage_Tax.Burden,ERI,2016
1.5,heritage_Tax.Burden,ESP,2001
1.5,heritage_Tax.Burden,EST,2001
1.5,heritage_Tax.Burden,ETH,1996
1.5,heritage_Tax.Burden,FIN,2001
1.5,heritage_Tax.Burden,FJI,1996
1.5,heritage_Tax.Burden,FRA,2008
1.5,heritage_Tax.Burden,GAB,2011
1.5,heritage_Tax.Burden,GBR,2015
1.5,heritage_Tax.Burden,GHA,1996
1.5,heritage_Tax.Burden,GNB,2003
1.5,heritage_Tax.Burden,GRC,2003
1.5,heritage_Tax.Burden,GTM,2021
1.5,heritage_Tax.Burden,GUY,2007
1.5,heritage_Tax.Burden,HND,2000
1.5,heritage_Tax.Burden,HRV,2003
1.5,heritage_Tax.Burden,HUN,1996
1.5,heritage_Tax.Burden,IDN,1996
1.5,heritage_Tax.Burden,IND,1996
1.5,heritage_Tax.Burden,IRN,2003
1.5,heritage_Tax.Burden,ISL,2003
1.5,heritage_Tax.Burden,ISR,1996
1.5,heritage_Tax.Burden,JOR,1997
1.5,heritage_Tax.Burden,JPN,2000
1.5,heritage_Tax.Burden,KAZ,2000
1.5,heritage_Tax.Burden,KGZ,2004
1.5,heritage_Tax.Burden,KIR,2011
1.5,heritage_Tax.Burden,LAO,2000
1.5,heritage_Tax.Burden,LBR,2011
1.5,heritage_Tax.Burden,LBY,2000
1.5,heritage_Tax.Burden,LKA,1996
1.5,heritage_Tax.Burden,LSO,2014
1.5,heritage_Tax.Burden,LTU,2012
1.5,heritage_Tax.Burden,MDA,1996
1.5,heritage_Tax.Burden,MDG,2005
1.5,heritage_Tax.Burden,MLI,2000
1.5,heritage_Tax.Burden,MMR,2003
1.5,heritage_Tax.Burden,MNG,1997
1.5,heritage_Tax.Burden,MOZ,1996
1.5,heritage_Tax.Burden,MRT,2003
1.5,heritage_Tax.Burden,MUS,2002
1.5,heritage_Tax.Burden,MWI,2010
1.5,heritage_Tax.Burden,NAM,2001
1.5,heritage_Tax.Burden,NER,2003
1.5,heritage_Tax.Burden,NZL,2012
1.5,heritage_Tax.Burden,OMN,1999
1.5,heritage_Tax.Burden,PAK,1996
1.5,heritage_Tax.Burden,POL,2010
1.5,heritage_Tax.Burden,PRY,2007
1.5,heritage_Tax.Burden,QAT,2005
1.5,heritage_Tax.Burden,ROU,2000
1.5,heritage_Tax.Burden,RUS,2002
1.5,heritage_Tax.Burden,SDN,2000
1.5,heritage_Tax.Burden,SEN,2015
1.5,heritage_Tax.Burden,SLE,2008
1.5,heritage_Tax.Burden,SRB,2021
1.5,heritage_Tax.Burden,STP,2010
1.5,heritage_Tax.Burden,SUR,1998
1.5,heritage_Tax.Burden,SVK,1996
1.5,heritage_Tax.Burden,SVN,2006
1.5,heritage_Tax.Burden,SWZ,2001
1.5,heritage_Tax.Burden,SYR,2003
1.5,heritage_Tax.Burden,TGO,2011
1.5,heritage_Tax.Burden,TJK,2003
1.5,heritage_Tax.Burden,TKM,2000
1.5,heritage_Tax.Burden,TLS,2018
1.5,heritage_Tax.Burden,TTO,2007
1.5,heritage_Tax.Burden,TUR,1997
1.5,heritage_Tax.Burden,UGA,2020
1.5,heritage_Tax.Burden,UKR,2005
1.5,heritage_Tax.Burden,USA,2019
1.5,heritage_Tax.Burden,UZB,2003
1.5,heritage_Tax.Burden,VCT,2010
1.5,heritage_Tax.Burden,VNM,2000
1.5,heritage_Tax.Burden,WSM,2001
1.5,heritage_Tax.Burden,YEM,2007
1.5,heritage_Tax.Burden,ZMB,2002
1.5,heritage_Tax.Burden,ZWE,1996
1.5,heritage_Government.Spending,AGO,2007
1.5,heritage_Government.Spending,ALB,1996
1.5,heritage_Government.Spending,ARE,2000
1.5,heritage_Government.Spending,ARM,1997
1.5,heritage_Government.Spending,AUT,2000
1.5,heritage_Government.Spending,AZE,1997
1.5,heritage_Government.Spending,BDI,2014
1.5,heritage_Government.Spending,BGR,1998
1.5,heritage_Government.Spending,BIH,2000
1.5,heritage_Government.Spending,BLR,1997
1.5,heritage_Government.Spending,BLZ,1997
1.5,heritage_Government.Spending,BOL,1996
1.5,heritage_Government.Spending,BRA,2003
1.5,heritage_Government.Spending,BRB,2013
1.5,heritage_Government.Spending,BTN,2014
1.5,heritage_Government.Spending,BWA,1998
1.5,heritage_Government.Spending,CHE,2002
1.5,heritage_Government.Spending,COD,2014
1.5,heritage_Government.Spending,COG,2001
1.5,heritage_Government.Spending,COL,1996
1.5,heritage_Government.Spending,COM,2021
1.5,heritage_Government.Spending,CPV,1999
1.5,heritage_Government.Spending,CUB,2002
1.5,heritage_Government.Spending,CZE,2003
1.5,heritage_Government.Spending,DJI,2014
1.5,heritage_Government.Spending,DMA,2014
1.5,heritage_Government.Spending,DZA,2006
1.5,heritage_Government.Spending,ECU,2012
1.5,heritage_Government.Spending,EGY,2002
1.5,heritage_Government.Spending,ERI,2011
1.5,heritage_Government.Spending,EST,2001
1.5,heritage_Government.Spending,ETH,2007
1.5,heritage_Government.Spending,FIN,2001
1.5,heritage_Government.Spending,FJI,2002
1.5,heritage_Government.Spending,GAB,2002
1.5,heritage_Government.Spending,GEO,1997
1.5,heritage_Government.Spending,GHA,2005
1.5,heritage_Government.Spending,GMB,2000
1.5,heritage_Government.Spending,GNB,2001
1.5,heritage_Government.Spending,GNQ,2013
1.5,heritage_Government.Spending,GRC,2018
1.5,heritage_Government.Spending,GUY,1997
1.5,heritage_Government.Spending,HND,2011
1.5,heritage_Government.Spending,HRV,2010
1.5,heritage_Government.Spending,HUN,2000
1.5,heritage_Government.Spending,IRL,2015
1.5,heritage_Government.Spending,ISL,2000
1.5,heritage_Government.Spending,ISR,2001
1.5,heritage_Government.Spending,JAM,2001
1.5,heritage_Government.Spending,JOR,2017
1.5,heritage_Government.Spending,KGZ,1999
1.5,heritage_Government.Spending,KOR,2021
1.5,heritage_Government.Spending,KWT,1998
1.5,heritage_Government.Spending,LBN,2001
1.5,heritage_Government.Spending,LBY,2008
1.5,heritage_Government.Spending,LSO,2003
1.5,heritage_Government.Spending,LTU,2013
1.5,heritage_Government.Spending,LUX,2000
1.5,heritage_Government.Spending,LVA,2001
1.5,heritage_Government.Spending,MAR,1999
1.5,heritage_Government.Spending,MDA,2000
1.5,heritage_Government.Spending,MDV,2013
1.5,heritage_Government.Spending,MKD,2003
1.5,heritage_Government.Spending,MLT,2005
1.5,heritage_Government.Spending,MNE,2003
1.5,heritage_Government.Spending,MNG,1997
1.5,heritage_Government.Spending,MOZ,1996
1.5,heritage_Government.Spending,MRT,2016
1.5,heritage_Government.Spending,MWI,1996
1.5,heritage_Government.Spending,NGA,1997
1.5,heritage_Government.Spending,NIC,2000
1.5,heritage_Government.Spending,NLD,2002
1.5,heritage_Government.Spending,NOR,2000
1.5,heritage_Government.Spending,OMN,1999
1.5,heritage_Government.Spending,PAK,2001
1.5,heritage_Government.Spending,PER,2007
1.5,heritage_Government.Spending,PNG,2018
1.5,heritage_Government.Spending,POL,1996
1.5,heritage_Government.Spending,QAT,2003
1.5,heritage_Government.Spending,ROU,1996
1.5,heritage_Government.Spending,RWA,2000
1.5,heritage_Government.Spending,SAU,2000
1.5,heritage_Government.Spending,SDN,1997
1.5,heritage_Government.Spending,SEN,2020
1.5,heritage_Government.Spending,SLB,2011
1.5,heritage_Government.Spending,SLE,2007
1.5,heritage_Government.Spending,SRB,2003
1.5,heritage_Government.Spending,STP,2010
1.5,heritage_Government.Spending,SUR,1997
1.5,heritage_Government.Spending,SVK,1998
1.5,heritage_Government.Spending,SVN,2017
1.5,heritage_Government.Spending,SWE,2013
1.5,heritage_Government.Spending,SWZ,2014
1.5,heritage_Government.Spending,SYC,2011
1.5,heritage_Government.Spending,SYR,2009
1.5,heritage_Government.Spending,TLS,2017
1.5,heritage_Government.Spending,TON,2010
1.5,heritage_Government.Spending,TUR,2000
1.5,heritage_Government.Spending,URY,2007
1.5,heritage_Government.Spending,UZB,2000
1.5,heritage_Government.Spending,VEN,1998
1.5,heritage_Government.Spending,WSM,1997
1.5,heritage_Government.Spending,YEM,2002
1.5,heritage_Government.Spending,ZWE,2003
1.5,heritage_Fiscal.Health,BEN,2021
1.5,heritage_Fiscal.Health,BRB,2019
1.5,heritage_Fiscal.Health,COG,2021
1.5,heritage_Fiscal.Health,CPV,2018
1.5,heritage_Fiscal.Health,DJI,2021
1.5,heritage_Fiscal.Health,DZA,2021
1.5,heritage_Fiscal.Health,ECU,2020
1.5,heritage_Fiscal.Health,ERI,2021
1.5,heritage_Fiscal.Health,GIN,2018
1.5,heritage_Fiscal.Health,GMB,2020
1.5,heritage_Fiscal.Health,GNQ,2020
1.5,heritage_Fiscal.Health,HTI,2018
1.5,heritage_Fiscal.Health,IRQ,2020
1.5,heritage_Fiscal.Health,JOR,2019
1.5,heritage_Fiscal.Health,JPN,2018
1.5,heritage_Fiscal.Health,KAZ,2020
1.5,heritage_Fiscal.Health,LBR,2019
1.5,heritage_Fiscal.Health,MDV,2020
1.5,heritage_Fiscal.Health,MNE,2018
1.5,heritage_Fiscal.Health,MNG,2021
1.5,heritage_Fiscal.Health,NAM,2021
1.5,heritage_Fiscal.Health,NER,2021
1.5,heritage_Fiscal.Health,PNG,2018
1.5,heritage_Fiscal.Health,SLE,2021
1.5,heritage_Fiscal.Health,SVN,2018
1.5,heritage_Fiscal.Health,TGO,2020
1.5,heritage_Fiscal.Health,TJK,2021
1.5,heritage_Fiscal.Health,VNM,2021
1.5,heritage_Fiscal.Health,VUT,2020
1.5,heritage_Fiscal.Health,YEM,2020
1.5,heritage_Business.Freedom,AGO,2007
1.5,heritage_Business.Freedom,ALB,2007
1.5,heritage_Business.Freedom,ARE,2009
1.5,heritage_Business.Freedom,ARM,2006
1.5,heritage_Business.Freedom,AUS,2002
1.5,heritage_Business.Freedom,AUT,2006
1.5,heritage_Business.Freedom,AZE,1997
1.5,heritage_Business.Freedom,BDI,2007
1.5,heritage_Business.Freedom,BEL,2006
1.5,heritage_Business.Freedom,BEN,2018
1.5,heritage_Business.Freedom,BFA,1997
1.5,heritage_Business.Freedom,BGD,2006
1.5,heritage_Business.Freedom,BGR,2006
1.5,heritage_Business.Freedom,BIH,2006
1.5,heritage_Business.Freedom,BLR,2006
1.5,heritage_Business.Freedom,BRA,1997
1.5,heritage_Business.Freedom,BRB,2001
1.5,heritage_Business.Freedom,BWA,2003
1.5,heritage_Business.Freedom,CAN,2006
1.5,heritage_Business.Freedom,CHE,2006
1.5,heritage_Business.Freedom,CHN,2020
1.5,heritage_Business.Freedom,CIV,2014
1.5,heritage_Business.Freedom,CMR,2022
1.5,heritage_Business.Freedom,COD,2015
1.5,heritage_Business.Freedom,COM,2017
1.5,heritage_Business.Freedom,CPV,2001
1.5,heritage_Business.Freedom,CUB,2003
1.5,heritage_Business.Freedom,CYP,2010
1.5,heritage_Business.Freedom,CZE,2022
1.5,heritage_Business.Freedom,DEU,1999
1.5,heritage_Business.Freedom,DJI,2014
1.5,heritage_Business.Freedom,DNK,2003
1.5,heritage_Business.Freedom,DOM,2022
1.5,heritage_Business.Freedom,ECU,2022
1.5,heritage_Business.Freedom,EGY,2008
1.5,heritage_Business.Freedom,ERI,2016
1.5,heritage_Business.Freedom,ESP,2006
1.5,heritage_Business.Freedom,EST,2022
1.5,heritage_Business.Freedom,ETH,2019
1.5,heritage_Business.Freedom,FIN,1997
1.5,heritage_Business.Freedom,FJI,1999
1.5,heritage_Business.Freedom,FRA,2006
1.5,heritage_Business.Freedom,GEO,2006
1.5,heritage_Business.Freedom,GHA,2003
1.5,heritage_Business.Freedom,GIN,2013
1.5,heritage_Business.Freedom,GNB,2012
1.5,heritage_Business.Freedom,GNQ,2016
1.5,heritage_Business.Freedom,GRC,2009
1.5,heritage_Business.Freedom,GTM,2014
1.5,heritage_Business.Freedom,HND,2022
1.5,heritage_Business.Freedom,HRV,2022
1.5,heritage_Business.Freedom,HTI,2015
1.5,heritage_Business.Freedom,HUN,2022
1.5,heritage_Business.Freedom,IDN,2018
1.5,heritage_Business.Freedom,IND,2020
1.5,heritage_Business.Freedom,IRL,2006
1.5,heritage_Business.Freedom,IRN,2006
1.5,heritage_Business.Freedom,IRQ,2014
1.5,heritage_Business.Freedom,ISL,2002
1.5,heritage_Business.Freedom,ITA,2006
1.5,heritage_Business.Freedom,JAM,2006
1.5,heritage_Business.Freedom,JOR,2009
1.5,heritage_Business.Freedom,JPN,2006
1.5,heritage_Business.Freedom,KAZ,2010
1.5,heritage_Business.Freedom,KEN,2006
1.5,heritage_Business.Freedom,KGZ,2009
1.5,heritage_Business.Freedom,KHM,2022
1.5,heritage_Business.Freedom,KIR,2022
1.5,heritage_Business.Freedom,KOR,2006
1.5,heritage_Business.Freedom,LAO,2006
1.5,heritage_Business.Freedom,LBR,2010
1.5,heritage_Business.Freedom,LBY,2016
1.5,heritage_Business.Freedom,LKA,1997
1.5,heritage_Business.Freedom,LSO,2007
1.5,heritage_Business.Freedom,LTU,2006
1.5,heritage_Business.Freedom,LUX,2022
1.5,heritage_Business.Freedom,LVA,1997
1.5,heritage_Business.Freedom,MDA,2006
1.5,heritage_Business.Freedom,MDG,2007
1.5,heritage_Business.Freedom,MDV,2012
1.5,heritage_Business.Freedom,MEX,2003
1.5,heritage_Business.Freedom,MKD,2012
1.5,heritage_Business.Freedom,MLI,1996
1.5,heritage_Business.Freedom,MLT,2003
1.5,heritage_Business.Freedom,MMR,2014
1.5,heritage_Business.Freedom,MNG,2006
1.5,heritage_Business.Freedom,MOZ,2001
1.5,heritage_Business.Freedom,MRT,2009
1.5,heritage_Business.Freedom,MUS,2008
1.5,heritage_Business.Freedom,MWI,2015
1.5,heritage_Business.Freedom,MYS,2012
1.5,heritage_Business.Freedom,NAM,1998
1.5,heritage_Business.Freedom,NER,2007
1.5,heritage_Business.Freedom,NGA,2007
1.5,heritage_Business.Freedom,NLD,2006
1.5,heritage_Business.Freedom,NOR,2006
1.5,heritage_Business.Freedom,NZL,2006
1.5,heritage_Business.Freedom,OMN,2009
1.5,heritage_Business.Freedom,PAK,2003
1.5,heritage_Business.Freedom,PER,1999
1.5,heritage_Business.Freedom,PHL,1997
1.5,heritage_Business.Freedom,POL,2010
1.5,heritage_Business.Freedom,PRY,2008
1.5,heritage_Business.Freedom,QAT,2009
1.5,heritage_Business.Freedom,ROU,2006
1.5,heritage_Business.Freedom,RUS,2012
1.5,heritage_Business.Freedom,RWA,2004
1.5,heritage_Business.Freedom,SAU,2008
1.5,heritage_Business.Freedom,SEN,2009
1.5,heritage_Business.Freedom,SLE,2006
1.5,heritage_Business.Freedom,SLV,2000
1.5,heritage_Business.Freedom,STP,2012
1.5,heritage_Business.Freedom,SVK,2022
1.5,heritage_Business.Freedom,SVN,2001
1.5,heritage_Business.Freedom,SWE,2006
1.5,heritage_Business.Freedom,SYR,2009
1.5,heritage_Business.Freedom,TCD,2007
1.5,heritage_Business.Freedom,TGO,2015
1.5,heritage_Business.Freedom,TJK,2010
1.5,heritage_Business.Freedom,TKM,2022
1.5,heritage_Business.Freedom,TLS,2015
1.5,heritage_Business.Freedom,TUN,2006
1.5,heritage_Business.Freedom,TUR,2006
1.5,heritage_Business.Freedom,UGA,1998
1.5,heritage_Business.Freedom,UKR,2011
1.5,heritage_Business.Freedom,URY,2012
1.5,heritage_Business.Freedom,USA,2006
1.5,heritage_Business.Freedom,UZB,2006
1.5,heritage_Business.Freedom,VNM,2006
1.5,heritage_Business.Freedom,WSM,2010
1.5,heritage_Business.Freedom,XKX,2015
1.5,heritage_Business.Freedom,YEM,2009
1.5,heritage_Business.Freedom,ZMB,2006
1.5,heritage_Labor.Freedom,AGO,2018
1.5,heritage_Labor.Freedom,ARM,2017
1.5,heritage_Labor.Freedom,AUT,2022
1.5,heritage_Labor.Freedom,AZE,2009
1.5,heritage_Labor.Freedom,BDI,2009
1.5,heritage_Labor.Freedom,BFA,2009
1.5,heritage_Labor.Freedom,BGD,2015
1.5,heritage_Labor.Freedom,BHR,2009
1.5,heritage_Labor.Freedom,BIH,2010
1.5,heritage_Labor.Freedom,BLR,2010
1.5,heritage_Labor.Freedom,BOL,2009
1.5,heritage_Labor.Freedom,COD,2018
1.5,heritage_Labor.Freedom,COM,2013
1.5,heritage_Labor.Freedom,CPV,2014
1.5,heritage_Labor.Freedom,CYP,2011
1.5,heritage_Labor.Freedom,CZE,2010
1.5,heritage_Labor.Freedom,DEU,2018
1.5,heritage_Labor.Freedom,DJI,2011
1.5,heritage_Labor.Freedom,ECU,2022
1.5,heritage_Labor.Freedom,EGY,2015
1.5,heritage_Labor.Freedom,ERI,2014
1.5,heritage_Labor.Freedom,EST,2011
1.5,heritage_Labor.Freedom,ETH,2014
1.5,heritage_Labor.Freedom,FIN,2015
1.5,heritage_Labor.Freedom,FRA,2022
1.5,heritage_Labor.Freedom,GEO,2007
1.5,heritage_Labor.Freedom,GHA,2010
1.5,heritage_Labor.Freedom,GIN,2010
1.5,heritage_Labor.Freedom,GNB,2011
1.5,heritage_Labor.Freedom,GNQ,2022
1.5,heritage_Labor.Freedom,GRC,2014
1.5,heritage_Labor.Freedom,GUY,2013
1.5,heritage_Labor.Freedom,HKG,2014
1.5,heritage_Labor.Freedom,HRV,2022
1.5,heritage_Labor.Freedom,HTI,2010
1.5,heritage_Labor.Freedom,IDN,2022
1.5,heritage_Labor.Freedom,IND,2011
1.5,heritage_Labor.Freedom,IRN,2015
1.5,heritage_Labor.Freedom,ITA,2013
1.5,heritage_Labor.Freedom,JPN,2015
