sd_mult_shock,policy_component,ISO3,first_treat_year
1.5,heritage_Labor.Freedom,KGZ,2010
1.5,heritage_Labor.Freedom,KHM,2015
1.5,heritage_Labor.Freedom,KIR,2020
1.5,heritage_Labor.Freedom,KWT,2010
1.5,heritage_Labor.Freedom,LBR,2018
1.5,heritage_Labor.Freedom,LCA,2014
1.5,heritage_Labor.Freedom,LTU,2012
1.5,heritage_Labor.Freedom,LUX,2022
1.5,heritage_Labor.Freedom,LVA,2017
1.5,heritage_Labor.Freedom,MAR,2022
1.5,heritage_Labor.Freedom,MDG,2022
1.5,heritage_Labor.Freedom,MDV,2014
1.5,heritage_Labor.Freedom,MKD,2010
1.5,heritage_Labor.Freedom,MMR,2014
1.5,heritage_Labor.Freedom,MNE,2010
1.5,heritage_Labor.Freedom,MNG,2010
1.5,heritage_Labor.Freedom,MOZ,2009
1.5,heritage_Labor.Freedom,MUS,2021
1.5,heritage_Labor.Freedom,MYS,2011
1.5,heritage_Labor.Freedom,NAM,2015
1.5,heritage_Labor.Freedom,NGA,2007
1.5,heritage_Labor.Freedom,NOR,2022
1.5,heritage_Labor.Freedom,OMN,2010
1.5,heritage_Labor.Freedom,PAK,2022
1.5,heritage_Labor.Freedom,PAN,2022
1.5,heritage_Labor.Freedom,PER,2010
1.5,heritage_Labor.Freedom,PHL,2015
1.5,heritage_Labor.Freedom,PRT,2015
1.5,heritage_Labor.Freedom,PRY,2022
1.5,heritage_Labor.Freedom,RWA,2010
1.5,heritage_Labor.Freedom,SDN,2018
1.5,heritage_Labor.Freedom,SEN,2022
1.5,heritage_Labor.Freedom,SLE,2015
1.5,heritage_Labor.Freedom,SVK,2013
1.5,heritage_Labor.Freedom,SVN,2014
1.5,heritage_Labor.Freedom,SWE,2022
1.5,heritage_Labor.Freedom,SYC,2021
1.5,heritage_Labor.Freedom,SYR,2010
1.5,heritage_Labor.Freedom,TCD,2022
1.5,heritage_Labor.Freedom,TKM,2022
1.5,heritage_Labor.Freedom,TLS,2011
1.5,heritage_Labor.Freedom,TUN,2012
1.5,heritage_Labor.Freedom,TUR,2014
1.5,heritage_Labor.Freedom,TZA,2010
1.5,heritage_Labor.Freedom,UKR,2022
1.5,heritage_Labor.Freedom,URY,2019
1.5,heritage_Labor.Freedom,VEN,2022
1.5,heritage_Labor.Freedom,VUT,2017
1.5,heritage_Labor.Freedom,YEM,2021
1.5,heritage_Labor.Freedom,ZAF,2022
1.5,heritage_Labor.Freedom,ZWE,2008
1.5,heritage_Monetary.Freedom,AFG,2018
1.5,heritage_Monetary.Freedom,AGO,2008
1.5,heritage_Monetary.Freedom,ALB,1996
1.5,heritage_Monetary.Freedom,ARG,1996
1.5,heritage_Monetary.Freedom,ARM,1999
1.5,heritage_Monetary.Freedom,AZE,1999
1.5,heritage_Monetary.Freedom,BGR,2001
1.5,heritage_Monetary.Freedom,BIH,2000
1.5,heritage_Monetary.Freedom,BLR,1999
1.5,heritage_Monetary.Freedom,BRA,1999
1.5,heritage_Monetary.Freedom,CAF,2006
1.5,heritage_Monetary.Freedom,CHN,2000
1.5,heritage_Monetary.Freedom,CIV,2001
1.5,heritage_Monetary.Freedom,COD,1998
1.5,heritage_Monetary.Freedom,COG,1999
1.5,heritage_Monetary.Freedom,CPV,2002
1.5,heritage_Monetary.Freedom,DOM,2007
1.5,heritage_Monetary.Freedom,DZA,1999
1.5,heritage_Monetary.Freedom,ECU,2003
1.5,heritage_Monetary.Freedom,EST,1996
1.5,heritage_Monetary.Freedom,ETH,1998
1.5,heritage_Monetary.Freedom,GAB,1998
1.5,heritage_Monetary.Freedom,GBR,2017
1.5,heritage_Monetary.Freedom,GEO,1999
1.5,heritage_Monetary.Freedom,GHA,2000
1.5,heritage_Monetary.Freedom,GIN,2011
1.5,heritage_Monetary.Freedom,GNB,2000
1.5,heritage_Monetary.Freedom,GNQ,2001
1.5,heritage_Monetary.Freedom,HRV,1998
1.5,heritage_Monetary.Freedom,HUN,2016
1.5,heritage_Monetary.Freedom,IDN,2002
1.5,heritage_Monetary.Freedom,JAM,2000
1.5,heritage_Monetary.Freedom,JOR,2001
1.5,heritage_Monetary.Freedom,KAZ,1999
1.5,heritage_Monetary.Freedom,KEN,1997
1.5,heritage_Monetary.Freedom,KGZ,1999
1.5,heritage_Monetary.Freedom,KHM,1998
1.5,heritage_Monetary.Freedom,LAO,2002
1.5,heritage_Monetary.Freedom,LBY,2007
1.5,heritage_Monetary.Freedom,LKA,2011
1.5,heritage_Monetary.Freedom,LTU,1997
1.5,heritage_Monetary.Freedom,LVA,1997
1.5,heritage_Monetary.Freedom,MDA,1997
1.5,heritage_Monetary.Freedom,MDG,1999
1.5,heritage_Monetary.Freedom,MEX,2000
1.5,heritage_Monetary.Freedom,MLI,1999
1.5,heritage_Monetary.Freedom,MMR,2001
1.5,heritage_Monetary.Freedom,MNG,1996
1.5,heritage_Monetary.Freedom,MOZ,1999
1.5,heritage_Monetary.Freedom,MWI,1999
1.5,heritage_Monetary.Freedom,NER,2001
1.5,heritage_Monetary.Freedom,NGA,1998
1.5,heritage_Monetary.Freedom,NIC,1996
1.5,heritage_Monetary.Freedom,OMN,2001
1.5,heritage_Monetary.Freedom,PER,1996
1.5,heritage_Monetary.Freedom,PNG,2001
1.5,heritage_Monetary.Freedom,ROU,1996
1.5,heritage_Monetary.Freedom,RUS,1998
1.5,heritage_Monetary.Freedom,RWA,1998
1.5,heritage_Monetary.Freedom,SDN,1997
1.5,heritage_Monetary.Freedom,SUR,1998
1.5,heritage_Monetary.Freedom,SVK,2004
1.5,heritage_Monetary.Freedom,SYC,2012
1.5,heritage_Monetary.Freedom,SYR,2020
1.5,heritage_Monetary.Freedom,TCD,2005
1.5,heritage_Monetary.Freedom,THA,2001
1.5,heritage_Monetary.Freedom,TJK,2000
1.5,heritage_Monetary.Freedom,TKM,2000
1.5,heritage_Monetary.Freedom,TUR,2006
1.5,heritage_Monetary.Freedom,UGA,1996
1.5,heritage_Monetary.Freedom,UKR,1999
1.5,heritage_Monetary.Freedom,UZB,1999
1.5,heritage_Monetary.Freedom,VEN,1999
1.5,heritage_Monetary.Freedom,VNM,2002
1.5,heritage_Monetary.Freedom,WSM,1997
1.5,heritage_Monetary.Freedom,YEM,1999
1.5,heritage_Monetary.Freedom,ZMB,1996
1.5,heritage_Monetary.Freedom,ZWE,2014
1.5,heritage_Trade.Freedom,ALB,2007
1.5,heritage_Trade.Freedom,ARG,2006
1.5,heritage_Trade.Freedom,ARM,1997
1.5,heritage_Trade.Freedom,AUT,1998
1.5,heritage_Trade.Freedom,AZE,2001
1.5,heritage_Trade.Freedom,BDI,2009
1.5,heritage_Trade.Freedom,BEN,1997
1.5,heritage_Trade.Freedom,BGD,1996
1.5,heritage_Trade.Freedom,BGR,2005
1.5,heritage_Trade.Freedom,BHR,2007
1.5,heritage_Trade.Freedom,BHS,2007
1.5,heritage_Trade.Freedom,BLR,1997
1.5,heritage_Trade.Freedom,BLZ,2000
1.5,heritage_Trade.Freedom,BRB,1998
1.5,heritage_Trade.Freedom,BTN,2010
1.5,heritage_Trade.Freedom,BWA,1998
1.5,heritage_Trade.Freedom,CHN,1997
1.5,heritage_Trade.Freedom,CIV,1997
1.5,heritage_Trade.Freedom,CMR,1999
1.5,heritage_Trade.Freedom,COG,2002
1.5,heritage_Trade.Freedom,COM,2010
1.5,heritage_Trade.Freedom,CPV,2003
1.5,heritage_Trade.Freedom,CRI,2000
1.5,heritage_Trade.Freedom,DJI,2011
1.5,heritage_Trade.Freedom,DOM,1996
1.5,heritage_Trade.Freedom,DZA,2001
1.5,heritage_Trade.Freedom,EGY,1997
1.5,heritage_Trade.Freedom,ETH,1997
1.5,heritage_Trade.Freedom,FJI,2004
1.5,heritage_Trade.Freedom,GAB,2001
1.5,heritage_Trade.Freedom,GHA,1997
1.5,heritage_Trade.Freedom,GIN,1998
1.5,heritage_Trade.Freedom,GNB,2001
1.5,heritage_Trade.Freedom,GTM,1996
1.5,heritage_Trade.Freedom,GUY,2002
1.5,heritage_Trade.Freedom,HND,2001
1.5,heritage_Trade.Freedom,HRV,2006
1.5,heritage_Trade.Freedom,HTI,2006
1.5,heritage_Trade.Freedom,HUN,2000
1.5,heritage_Trade.Freedom,IDN,1996
1.5,heritage_Trade.Freedom,IND,1996
1.5,heritage_Trade.Freedom,IRN,1998
1.5,heritage_Trade.Freedom,JOR,2004
1.5,heritage_Trade.Freedom,KAZ,2008
1.5,heritage_Trade.Freedom,KEN,1996
1.5,heritage_Trade.Freedom,KGZ,2013
1.5,heritage_Trade.Freedom,KHM,1998
1.5,heritage_Trade.Freedom,KIR,2022
1.5,heritage_Trade.Freedom,LAO,2017
1.5,heritage_Trade.Freedom,LBN,2001
1.5,heritage_Trade.Freedom,LBR,2015
1.5,heritage_Trade.Freedom,LBY,1998
1.5,heritage_Trade.Freedom,LKA,2011
1.5,heritage_Trade.Freedom,LSO,1998
1.5,heritage_Trade.Freedom,LTU,1997
1.5,heritage_Trade.Freedom,LVA,1997
1.5,heritage_Trade.Freedom,MAR,2000
1.5,heritage_Trade.Freedom,MDA,1996
1.5,heritage_Trade.Freedom,MDG,1997
1.5,heritage_Trade.Freedom,MDV,2019
1.5,heritage_Trade.Freedom,MEX,1998
1.5,heritage_Trade.Freedom,MKD,2006
1.5,heritage_Trade.Freedom,MLT,2001
1.5,heritage_Trade.Freedom,MMR,2000
1.5,heritage_Trade.Freedom,MNG,1996
1.5,heritage_Trade.Freedom,MOZ,1999
1.5,heritage_Trade.Freedom,MRT,2000
1.5,heritage_Trade.Freedom,MUS,2005
1.5,heritage_Trade.Freedom,MWI,2000
1.5,heritage_Trade.Freedom,MYS,1998
1.5,heritage_Trade.Freedom,NAM,1998
1.5,heritage_Trade.Freedom,NER,2001
1.5,heritage_Trade.Freedom,NGA,2002
1.5,heritage_Trade.Freedom,NIC,2003
1.5,heritage_Trade.Freedom,NOR,1998
1.5,heritage_Trade.Freedom,NPL,1997
1.5,heritage_Trade.Freedom,OMN,2007
1.5,heritage_Trade.Freedom,PAK,2000
1.5,heritage_Trade.Freedom,POL,1998
1.5,heritage_Trade.Freedom,PRY,1996
1.5,heritage_Trade.Freedom,QAT,2009
1.5,heritage_Trade.Freedom,ROU,1997
1.5,heritage_Trade.Freedom,RUS,1998
1.5,heritage_Trade.Freedom,RWA,2001
1.5,heritage_Trade.Freedom,SEN,1998
1.5,heritage_Trade.Freedom,SLB,2013
1.5,heritage_Trade.Freedom,SLE,1996
1.5,heritage_Trade.Freedom,STP,2014
1.5,heritage_Trade.Freedom,SUR,2002
1.5,heritage_Trade.Freedom,SVN,2000
1.5,heritage_Trade.Freedom,SWZ,1998
1.5,heritage_Trade.Freedom,SYC,2015
1.5,heritage_Trade.Freedom,SYR,2006
1.5,heritage_Trade.Freedom,TCD,1998
1.5,heritage_Trade.Freedom,TGO,2007
1.5,heritage_Trade.Freedom,TKM,2003
1.5,heritage_Trade.Freedom,TLS,2015
1.5,heritage_Trade.Freedom,TON,2012
1.5,heritage_Trade.Freedom,TTO,1997
1.5,heritage_Trade.Freedom,TUN,1999
1.5,heritage_Trade.Freedom,TZA,1997
1.5,heritage_Trade.Freedom,UGA,2001
1.5,heritage_Trade.Freedom,UKR,1996
1.5,heritage_Trade.Freedom,URY,2004
1.5,heritage_Trade.Freedom,UZB,2005
1.5,heritage_Trade.Freedom,VCT,2018
1.5,heritage_Trade.Freedom,VNM,2012
1.5,heritage_Trade.Freedom,VUT,2015
1.5,heritage_Trade.Freedom,WSM,1999
1.5,heritage_Trade.Freedom,YEM,2000
1.5,heritage_Trade.Freedom,ZAF,1996
1.5,heritage_Trade.Freedom,ZMB,1997
1.5,heritage_Trade.Freedom,ZWE,1999
1.5,heritage_Investment.Freedom,AFG,2018
1.5,heritage_Investment.Freedom,AGO,2010
1.5,heritage_Investment.Freedom,ALB,2008
1.5,heritage_Investment.Freedom,ARE,2001
1.5,heritage_Investment.Freedom,ARG,2017
1.5,heritage_Investment.Freedom,ARM,2000
1.5,heritage_Investment.Freedom,AUS,2008
1.5,heritage_Investment.Freedom,AZE,1998
1.5,heritage_Investment.Freedom,BDI,2009
1.5,heritage_Investment.Freedom,BEL,2002
1.5,heritage_Investment.Freedom,BEN,2008
1.5,heritage_Investment.Freedom,BFA,2010
1.5,heritage_Investment.Freedom,BGD,2010
1.5,heritage_Investment.Freedom,BGR,1999
1.5,heritage_Investment.Freedom,BHR,2008
1.5,heritage_Investment.Freedom,BHS,1996
1.5,heritage_Investment.Freedom,BIH,2006
1.5,heritage_Investment.Freedom,BLR,2014
1.5,heritage_Investment.Freedom,BLZ,2015
1.5,heritage_Investment.Freedom,BOL,2001
1.5,heritage_Investment.Freedom,BRA,2020
1.5,heritage_Investment.Freedom,BRB,2008
1.5,heritage_Investment.Freedom,BWA,2002
1.5,heritage_Investment.Freedom,CAF,2009
1.5,heritage_Investment.Freedom,CAN,2007
1.5,heritage_Investment.Freedom,CHE,2010
1.5,heritage_Investment.Freedom,CHL,2008
1.5,heritage_Investment.Freedom,CIV,2014
1.5,heritage_Investment.Freedom,COD,2017
1.5,heritage_Investment.Freedom,COG,1999
1.5,heritage_Investment.Freedom,COL,2008
1.5,heritage_Investment.Freedom,COM,2014
1.5,heritage_Investment.Freedom,CPV,2008
1.5,heritage_Investment.Freedom,CUB,2000
1.5,heritage_Investment.Freedom,CYP,2006
1.5,heritage_Investment.Freedom,CZE,2014
1.5,heritage_Investment.Freedom,DEU,2001
1.5,heritage_Investment.Freedom,DJI,2010
1.5,heritage_Investment.Freedom,DMA,2013
1.5,heritage_Investment.Freedom,DNK,2007
1.5,heritage_Investment.Freedom,DOM,2013
1.5,heritage_Investment.Freedom,DZA,2002
1.5,heritage_Investment.Freedom,ECU,2008
1.5,heritage_Investment.Freedom,EGY,2011
1.5,heritage_Investment.Freedom,ESP,2009
1.5,heritage_Investment.Freedom,ETH,1996
1.5,heritage_Investment.Freedom,FIN,2011
1.5,heritage_Investment.Freedom,FJI,2013
1.5,heritage_Investment.Freedom,FRA,2004
1.5,heritage_Investment.Freedom,GAB,2013
1.5,heritage_Investment.Freedom,GBR,2005
1.5,heritage_Investment.Freedom,GEO,2006
1.5,heritage_Investment.Freedom,GHA,1996
1.5,heritage_Investment.Freedom,GIN,2008
1.5,heritage_Investment.Freedom,GMB,2001
1.5,heritage_Investment.Freedom,GNB,2003
1.5,heritage_Investment.Freedom,GNQ,2003
1.5,heritage_Investment.Freedom,GRC,2010
1.5,heritage_Investment.Freedom,GTM,2006
1.5,heritage_Investment.Freedom,GUY,2014
1.5,heritage_Investment.Freedom,HND,2006
1.5,heritage_Investment.Freedom,HRV,2010
1.5,heritage_Investment.Freedom,HTI,1997
1.5,heritage_Investment.Freedom,HUN,2008
1.5,heritage_Investment.Freedom,IDN,1996
1.5,heritage_Investment.Freedom,IND,2002
1.5,heritage_Investment.Freedom,IRL,2001
1.5,heritage_Investment.Freedom,IRN,2002
1.5,heritage_Investment.Freedom,ISL,2007
1.5,heritage_Investment.Freedom,ISR,2008
1.5,heritage_Investment.Freedom,JAM,2002
1.5,heritage_Investment.Freedom,JOR,2010
1.5,heritage_Investment.Freedom,JPN,2006
1.5,heritage_Investment.Freedom,KAZ,2006
1.5,heritage_Investment.Freedom,KEN,2016
1.5,heritage_Investment.Freedom,KGZ,2006
1.5,heritage_Investment.Freedom,KHM,2010
1.5,heritage_Investment.Freedom,KOR,1998
1.5,heritage_Investment.Freedom,KWT,2006
1.5,heritage_Investment.Freedom,LAO,2003
1.5,heritage_Investment.Freedom,LBN,2010
1.5,heritage_Investment.Freedom,LBR,2014
1.5,heritage_Investment.Freedom,LBY,2006
1.5,heritage_Investment.Freedom,LCA,2010
1.5,heritage_Investment.Freedom,LKA,2011
1.5,heritage_Investment.Freedom,LSO,2011
1.5,heritage_Investment.Freedom,LTU,1997
1.5,heritage_Investment.Freedom,LUX,2001
1.5,heritage_Investment.Freedom,LVA,1997
1.5,heritage_Investment.Freedom,MAC,2010
1.5,heritage_Investment.Freedom,MDA,1996
1.5,heritage_Investment.Freedom,MDG,2000
1.5,heritage_Investment.Freedom,MEX,2010
1.5,heritage_Investment.Freedom,MKD,2010
1.5,heritage_Investment.Freedom,MLI,2014
1.5,heritage_Investment.Freedom,MLT,2010
1.5,heritage_Investment.Freedom,MMR,2014
1.5,heritage_Investment.Freedom,MNE,2010
1.5,heritage_Investment.Freedom,MNG,2006
1.5,heritage_Investment.Freedom,MOZ,2000
1.5,heritage_Investment.Freedom,MRT,1997
1.5,heritage_Investment.Freedom,MUS,2006
1.5,heritage_Investment.Freedom,MYS,2007
1.5,heritage_Investment.Freedom,NAM,2009
1.5,heritage_Investment.Freedom,NER,2003
1.5,heritage_Investment.Freedom,NGA,1996
1.5,heritage_Investment.Freedom,NIC,1996
1.5,heritage_Investment.Freedom,NLD,2001
1.5,heritage_Investment.Freedom,NOR,2008
1.5,heritage_Investment.Freedom,NZL,1999
1.5,heritage_Investment.Freedom,OMN,2003
1.5,heritage_Investment.Freedom,PAK,2006
1.5,heritage_Investment.Freedom,PAN,2014
1.5,heritage_Investment.Freedom,PER,2008
1.5,heritage_Investment.Freedom,PHL,2009
1.5,heritage_Investment.Freedom,POL,2008
1.5,heritage_Investment.Freedom,PRT,1996
1.5,heritage_Investment.Freedom,PRY,2009
1.5,heritage_Investment.Freedom,QAT,2009
1.5,heritage_Investment.Freedom,ROU,2006
1.5,heritage_Investment.Freedom,RWA,2002
1.5,heritage_Investment.Freedom,SAU,2002
1.5,heritage_Investment.Freedom,SEN,2011
1.5,heritage_Investment.Freedom,SGP,2014
1.5,heritage_Investment.Freedom,SLE,2010
1.5,heritage_Investment.Freedom,SLV,1999
1.5,heritage_Investment.Freedom,SRB,2010
1.5,heritage_Investment.Freedom,STP,2016
1.5,heritage_Investment.Freedom,SUR,2012
1.5,heritage_Investment.Freedom,SVK,2001
1.5,heritage_Investment.Freedom,SVN,1997
1.5,heritage_Investment.Freedom,SWE,2002
1.5,heritage_Investment.Freedom,SWZ,1997
1.5,heritage_Investment.Freedom,SYR,2009
1.5,heritage_Investment.Freedom,TCD,2003
1.5,heritage_Investment.Freedom,TGO,2013
1.5,heritage_Investment.Freedom,THA,1998
1.5,heritage_Investment.Freedom,TKM,2019
1.5,heritage_Investment.Freedom,TLS,2011
1.5,heritage_Investment.Freedom,TUN,2018
1.5,heritage_Investment.Freedom,TUR,2010
1.5,heritage_Investment.Freedom,TZA,2002
1.5,heritage_Investment.Freedom,UGA,2013
1.5,heritage_Investment.Freedom,UKR,2018
1.5,heritage_Investment.Freedom,URY,2009
1.5,heritage_Investment.Freedom,USA,2007
1.5,heritage_Investment.Freedom,UZB,2019
1.5,heritage_Investment.Freedom,VCT,2010
1.5,heritage_Investment.Freedom,VEN,2007
1.5,heritage_Investment.Freedom,VNM,2016
1.5,heritage_Investment.Freedom,VUT,2011
1.5,heritage_Investment.Freedom,WSM,2014
1.5,heritage_Investment.Freedom,YEM,2003
1.5,heritage_Investment.Freedom,ZAF,2014
1.5,heritage_Investment.Freedom,ZWE,2016
1.5,heritage_Financial.Freedom,AFG,2018
1.5,heritage_Financial.Freedom,ALB,2002
1.5,heritage_Financial.Freedom,ARE,2007
1.5,heritage_Financial.Freedom,ARG,1996
1.5,heritage_Financial.Freedom,ARM,2000
1.5,heritage_Financial.Freedom,AZE,2009
1.5,heritage_Financial.Freedom,BEL,2007
1.5,heritage_Financial.Freedom,BEN,2007
1.5,heritage_Financial.Freedom,BFA,2001
1.5,heritage_Financial.Freedom,BGD,1996
1.5,heritage_Financial.Freedom,BGR,2004
1.5,heritage_Financial.Freedom,BHR,2001
1.5,heritage_Financial.Freedom,BIH,2000
1.5,heritage_Financial.Freedom,BLR,1996
1.5,heritage_Financial.Freedom,BOL,1996
1.5,heritage_Financial.Freedom,BRA,2009
1.5,heritage_Financial.Freedom,BWA,1996
1.5,heritage_Financial.Freedom,CAN,2008
1.5,heritage_Financial.Freedom,CHE,1997
1.5,heritage_Financial.Freedom,CHL,2002
1.5,heritage_Financial.Freedom,CIV,2002
1.5,heritage_Financial.Freedom,CMR,2001
1.5,heritage_Financial.Freedom,COG,1999
1.5,heritage_Financial.Freedom,COL,2013
1.5,heritage_Financial.Freedom,COM,2014
1.5,heritage_Financial.Freedom,CPV,2001
1.5,heritage_Financial.Freedom,CRI,2009
1.5,heritage_Financial.Freedom,CYP,2018
1.5,heritage_Financial.Freedom,DEU,2008
1.5,heritage_Financial.Freedom,DJI,2001
1.5,heritage_Financial.Freedom,DMA,2021
1.5,heritage_Financial.Freedom,DNK,2002
1.5,heritage_Financial.Freedom,DOM,2006
1.5,heritage_Financial.Freedom,DZA,2008
1.5,heritage_Financial.Freedom,ECU,2003
1.5,heritage_Financial.Freedom,EGY,1998
1.5,heritage_Financial.Freedom,ESP,1998
1.5,heritage_Financial.Freedom,EST,2002
1.5,heritage_Financial.Freedom,FIN,2002
1.5,heritage_Financial.Freedom,FJI,2003
1.5,heritage_Financial.Freedom,FRA,2007
1.5,heritage_Financial.Freedom,GAB,1997
1.5,heritage_Financial.Freedom,GEO,2003
1.5,heritage_Financial.Freedom,GHA,2006
1.5,heritage_Financial.Freedom,GIN,2003
1.5,heritage_Financial.Freedom,GMB,2001
1.5,heritage_Financial.Freedom,GNB,2006
1.5,heritage_Financial.Freedom,GNQ,2003
1.5,heritage_Financial.Freedom,GRC,2001
1.5,heritage_Financial.Freedom,GTM,1997
1.5,heritage_Financial.Freedom,GUY,1996
1.5,heritage_Financial.Freedom,HKG,1996
1.5,heritage_Financial.Freedom,HND,2005
1.5,heritage_Financial.Freedom,HRV,2004
1.5,heritage_Financial.Freedom,HTI,1997
1.5,heritage_Financial.Freedom,HUN,1996
1.5,heritage_Financial.Freedom,IDN,2007
1.5,heritage_Financial.Freedom,IND,2009
1.5,heritage_Financial.Freedom,IRL,2001
1.5,heritage_Financial.Freedom,ISL,2005
1.5,heritage_Financial.Freedom,ISR,2008
1.5,heritage_Financial.Freedom,ITA,1997
1.5,heritage_Financial.Freedom,JAM,2003
1.5,heritage_Financial.Freedom,JPN,2006
1.5,heritage_Financial.Freedom,KAZ,2006
1.5,heritage_Financial.Freedom,KEN,1997
1.5,heritage_Financial.Freedom,KHM,2003
1.5,heritage_Financial.Freedom,KOR,2008
1.5,heritage_Financial.Freedom,KWT,2017
1.5,heritage_Financial.Freedom,LAO,2006
1.5,heritage_Financial.Freedom,LBY,2006
1.5,heritage_Financial.Freedom,LKA,2007
1.5,heritage_Financial.Freedom,LSO,2001
1.5,heritage_Financial.Freedom,LTU,1997
1.5,heritage_Financial.Freedom,LUX,2001
1.5,heritage_Financial.Freedom,LVA,1997
1.5,heritage_Financial.Freedom,MAR,2007
1.5,heritage_Financial.Freedom,MDA,1996
1.5,heritage_Financial.Freedom,MDG,2001
1.5,heritage_Financial.Freedom,MEX,2001
1.5,heritage_Financial.Freedom,MLI,1996
1.5,heritage_Financial.Freedom,MLT,2001
1.5,heritage_Financial.Freedom,MMR,2016
1.5,heritage_Financial.Freedom,MNG,2006
1.5,heritage_Financial.Freedom,MOZ,1998
1.5,heritage_Financial.Freedom,MRT,2001
1.5,heritage_Financial.Freedom,MUS,2007
1.5,heritage_Financial.Freedom,MWI,2006
1.5,heritage_Financial.Freedom,MYS,2007
1.5,heritage_Financial.Freedom,NAM,2003
1.5,heritage_Financial.Freedom,NER,2003
1.5,heritage_Financial.Freedom,NGA,2007
1.5,heritage_Financial.Freedom,NIC,1996
1.5,heritage_Financial.Freedom,NLD,2008
1.5,heritage_Financial.Freedom,NOR,2009
1.5,heritage_Financial.Freedom,OMN,2001
1.5,heritage_Financial.Freedom,PAK,2006
1.5,heritage_Financial.Freedom,PAN,2008
1.5,heritage_Financial.Freedom,PHL,2006
1.5,heritage_Financial.Freedom,PNG,2001
1.5,heritage_Financial.Freedom,POL,2002
1.5,heritage_Financial.Freedom,PRT,2009
1.5,heritage_Financial.Freedom,PRY,2007
1.5,heritage_Financial.Freedom,QAT,2003
1.5,heritage_Financial.Freedom,ROU,2003
1.5,heritage_Financial.Freedom,RUS,1997
1.5,heritage_Financial.Freedom,RWA,2002
1.5,heritage_Financial.Freedom,SAU,2006
1.5,heritage_Financial.Freedom,SEN,2007
1.5,heritage_Financial.Freedom,SGP,2011
1.5,heritage_Financial.Freedom,SLE,2007
1.5,heritage_Financial.Freedom,SVK,2002
1.5,heritage_Financial.Freedom,SWE,1997
1.5,heritage_Financial.Freedom,SYR,2006
1.5,heritage_Financial.Freedom,TCD,2002
1.5,heritage_Financial.Freedom,TGO,2003
1.5,heritage_Financial.Freedom,THA,2009
1.5,heritage_Financial.Freedom,TJK,2006
1.5,heritage_Financial.Freedom,TUN,1996
1.5,heritage_Financial.Freedom,TUR,2006
1.5,heritage_Financial.Freedom,TZA,2004
1.5,heritage_Financial.Freedom,UGA,2003
1.5,heritage_Financial.Freedom,UKR,2003
1.5,heritage_Financial.Freedom,URY,1996
1.5,heritage_Financial.Freedom,USA,2001
1.5,heritage_Financial.Freedom,UZB,2007
1.5,heritage_Financial.Freedom,VEN,2007
1.5,heritage_Financial.Freedom,VNM,2016
1.5,heritage_Financial.Freedom,ZAF,2003
1.5,heritage_Financial.Freedom,ZWE,2007
